"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","DECIMALS_DISPLAYED","NA_STO","SECTOR","ACCOUNTS","INDEX_TYPE","PRICES","S_ADJUSTMENT","TRANSFORMATION","UNIT","IFS_FLAG","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4","2017-Q1","2017-Q2","2017-Q3","2017-Q4","2018-Q1","2018-Q2","2018-Q3","2018-Q4","2019-Q1","2019-Q2","2019-Q3","2019-Q4","2020-Q1","2020-Q2","2020-Q3","2020-Q4","2021-Q1","2021-Q2","2021-Q3","2021-Q4","2022-Q1","2022-Q2","2022-Q3","2022-Q4","2023-Q1","2023-Q2","2023-Q3","2023-Q4","2024-Q1","2024-Q2","2024-Q3","2024-Q4","2025-Q1","2025-Q2","2025-Q3"
"IMF.STA:QGDP_WCA(4.0.0)","G119.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","G7","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.024941738","0.102584865","-0.038121745","0.61847146","0.541124425","0.688654812","0.534422117","0.133071159","0.550010546","0.827982705","0.45949016","0.71238371","0.434132728","0.348147752","0.220624342","0.601580026","0.175441099","0.544200565","0.455547081","0.67346713","0.580807635","0.729477987","0.845801074","0.362505899","0.521092891","0.251873682","0.227634461","0.542600863","0.612458954","0.659418695","-0.090663719","-1.875664478","-9.57959982","9.24119522","1.046760816","0.846886305","1.94605271","0.974402903","1.369261714","0.039656919","0.423606105","0.44082862","0.400124606","0.515522761","0.432512585","0.442448748","0.49187476","0.158032093","0.579483868","0.595747063","0.356624156","0.094168322","0.550359839","0.64786441"
"IMF.STA:QGDP_WCA(4.0.0)","G120.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","G20","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.408419665","0.692769323","0.504494425","1.122044107","1.096217009","1.125648352","0.941738405","0.712773424","0.831067497","1.043021021","0.820190137","1.040518519","0.832323576","0.741574803","0.671899372","0.976901614","0.707662257","0.809202818","1.009392281","0.911839663","1.072138669","1.114794002","1.209635698","0.984465404","0.74477132","0.658450749","0.467830585","0.762868279","1.001282216","0.89826505","0.596378906","-0.863650273","-10.96299716","11.08870158","2.47296314","1.130457328","0.271581168","2.042799365","1.468143157","0.225504598","0.629113484","0.845544738","0.707207185","1.101925262","1.22705488","0.896706209","0.864333027","0.708752638","0.82127049","0.901460786","0.712039636","0.603756314","0.854388362","0.899985358"
"IMF.STA:QGDP_WCA(4.0.0)","G110.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","-0.108631187","0.361277068","0.310012173","1.242884492","0.901872231","1.238983641","0.941153873","0.649311711","1.236543796","1.063266183","0.652925211","0.999937451","0.712690327","0.610813621","0.369556232","0.816821149","0.574862974","1.01637634","0.950017002","1.213542194","1.046320057","1.288085367","1.355247288","0.874402782","1.240939563","0.936009096","1.038713737","1.58038228","1.28321813","1.377063317","0.668517602","-1.492670118","-6.892189605","7.8009354","1.049869948","2.095644242","4.488781475","2.352710141","2.925867975","2.457321781","2.328136902","1.697538441","1.56490639","1.373827991","0.926225684","0.847202577","1.000457944","0.915155355","1.43236381","1.146502037","1.162802218","0.536403203","0.862374117","1.104894948"
"IMF.STA:QGDP_WCA(4.0.0)","G119.B1GQ_S1.IX.Q","OBS_VALUE","G7","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","95.27466248","95.49221406","95.9629363","96.39445978","96.88224063","97.13844591","97.59431351","97.97515098","98.41119318","99.05666271","99.38042888","99.48854967","99.57018041","99.97494662","100.2116302","100.2392852","100.3638903","100.7631758","101.0788475","101.5772153","102.0879764","102.4447428","102.9459606","103.520513","104.0389432","104.6534085","105.2967072","106.0016109","106.822572","107.7163481","108.4731321","109.350279","110.1382161","111.1952136","111.0927035","111.8099643","112.9885742","114.1962107","115.9918132","117.9326035","120.6613517","123.1340035","124.3374332","125.80188","126.8579416","127.6480814","128.5406964","129.0983546","129.9196171","130.8231076","131.5967174","132.4375224","133.3969067","134.2982407","135.0063525"
"IMF.STA:QGDP_WCA(4.0.0)","G001.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","World","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.976595094","1.054850189","0.896391528","1.412152316","1.329172165","1.524060043","1.393768595","1.272977238","1.219384593","1.324691295","0.749089494","1.179325256","1.152420363","0.971845874","0.625248831","1.017122885","1.21991643","0.950700866","1.543385042","1.503729398","1.097555277","1.649497308","1.658036062","1.729240694","1.475547502","1.532070194","1.194716576","1.185368564","2.002932103","1.494181663","1.478643503","-0.296232738","-10.89072127","11.35504197","3.554999876","2.749028371","1.281690804","3.506210873","3.620795825","2.381439817","3.002336239","1.626712577","1.533031301","1.987062162","1.454054297","1.876059677","1.393814971","1.542451568","1.241183959","1.128436242","1.388929588","1.473813015","1.699113824","1.339041524"
"IMF.STA:QGDP_WCA(4.0.0)","U142.B1GQ_S1.IX.Q","OBS_VALUE","Asia","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","95.16466899","95.91628716","96.27701548","96.77219918","96.95201933","97.21491145","97.76882094","98.35109396","98.72168751","99.13119561","99.51297228","99.3987281","99.65917058","100.093256","100.1963203","100.0435596","100.1656559","100.8310183","100.7955163","101.5669664","102.2953104","102.0456818","102.764237","103.1927091","104.1007715","104.6706534","105.7335366","106.1676843","105.9824237","107.0835462","107.4525952","108.6239128","108.9108106","107.7702402","109.15585","110.9719683","112.6488484","112.7075589","114.4132933","117.8590264","120.0813444","122.8650828","122.9980796","124.0302049","125.2994046","125.8215229","128.0185861","128.5818141","129.3475306","129.9127733","130.0354121","130.9571228","132.1124344","133.5898371","133.7739262"
"IMF.STA:QGDP_WCA(4.0.0)","U150.B1GQ_S1.IX.Q","OBS_VALUE","Europe","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","95.39402937","95.75746051","96.2572144","96.61414673","97.0857145","97.37508706","97.72934874","98.12699494","98.72976056","99.10354394","99.46996101","99.5698307","99.71411539","99.78359577","100.123632","100.3740759","100.4080339","100.6076397","101.1071764","101.4726238","101.9444005","102.4544278","102.7725959","103.4790119","104.1150066","105.0210301","106.3432045","108.0959873","109.993864","111.5566045","112.8508449","113.9179542","114.7862157","117.5072784","116.6433917","118.2648673","120.4590127","122.0256038","124.4862149","126.5454958","128.9884425","130.8536862","132.9546567","134.6326894","136.0776169","136.6506086","136.5554414","137.5795162","138.7391354","139.4691736","140.536417","141.6050649","142.5815305","143.4588538","144.6235302"
"IMF.STA:QGDP_WCA(4.0.0)","G110.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.004426348","0.38131786","0.392750439","0.602565796","0.290852775","0.479924496","0.363338296","0.478860212","0.615585283","0.249764578","0.200107845","0.140429295","0.294703787","0.147466608","0.042843844","0.221281069","0.297679806","0.394835742","0.417493754","0.455203259","0.468445477","0.462769656","0.536096427","0.451910719","0.612983998","0.65740911","0.670093778","1.024344074","0.710322564","0.737637613","0.664124969","0.625194258","1.339453162","-0.231434085","0.613222578","1.043677052","1.523398524","1.799703982","1.514846242","2.36043065","1.653295097","1.231624717","1.164111309","0.886838823","0.610906503","0.440856413","0.489642757","0.558437845","0.815449297","0.588519427","0.853790319","0.559023711","0.478078826","0.544650135"
"IMF.STA:QGDP_WCA(4.0.0)","G110.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","Advanced Economies","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","-0.113052531","-0.019964664","-0.082414582","0.636483464","0.609247443","0.755433634","0.575723752","0.169639165","0.61715937","0.811474828","0.451913053","0.858302848","0.416758338","0.462664737","0.326572473","0.594225172","0.276360498","0.619096184","0.53030924","0.754902594","0.575180175","0.821513993","0.814782839","0.420591365","0.624129749","0.276780406","0.366166301","0.550400214","0.568854861","0.634743597","0.004363652","-2.104705875","-8.122841115","8.051002248","0.433986069","1.041101453","2.920886214","0.543229634","1.389965887","0.094656823","0.663866139","0.460245229","0.396183069","0.482708324","0.313404572","0.404562624","0.508326205","0.354736527","0.611924578","0.554717986","0.306395921","-0.022494756","0.382466799","0.557209968"
"IMF.STA:QGDP_WCA(4.0.0)","U002.B1GQ_S1.IX.Q","OBS_VALUE","Africa","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","95.56633928","96.34656635","96.51512654","96.56641894","97.38389166","97.53527441","97.66024133","98.12385127","99.1947676","98.95395432","99.41779758","99.11046899","99.47677986","100.4656395","100.0379338","100.020684","100.7800602","101.1910352","100.8913591","100.4040655","101.3283544","101.765499","102.9489","103.5877122","103.1415052","104.509153","105.293388","105.9288874","106.2426869","108.0502752","109.42889","110.6197675","112.3019995","112.7039423","114.2522979","116.6495532","116.7979162","118.7395999","119.5833381","120.2846779","122.8573884","127.8589567","128.6386449","129.5790976","131.0901248","130.9337895","132.1003867","133.0451476","133.6115961","134.5426558","135.1784763","136.2312913","135.6768818","136.4087583","138.8854733"
"IMF.STA:QGDP_WCA(4.0.0)","U019.B1GQ_S1.IX.Q","OBS_VALUE","Americas","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","95.22487994","95.63147629","96.22299941","96.63176068","97.08623015","97.32351198","97.62597677","98.0026363","98.57674445","99.13800818","99.42752946","99.48812587","99.41943558","99.86737027","100.4222284","100.2871464","100.1854143","100.6753797","100.9490036","101.4704877","101.9938994","102.1876215","102.6518224","103.3799273","104.2079649","105.0255888","105.4469551","106.0114553","106.3035635","106.7934521","107.3098561","107.7603826","108.8422518","108.6219299","109.3518146","109.9872518","112.2583446","114.0047409","115.6253597","117.0493031","119.5381282","122.4577835","124.178713","125.352768","126.2246816","126.968127","127.7519535","128.7714725","130.2384312","130.489232","130.5785582","131.0164058","132.6090524","133.7009668","134.6685038"
"IMF.STA:QGDP_WCA(4.0.0)","G200.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","1.927456733","1.650410922","1.393521002","1.554123214","1.686465318","1.760591665","1.767383997","1.783608605","1.20549192","1.536414884","0.82660833","1.323682176","1.505149199","1.259186449","0.827447988","1.174800168","1.725905066","0.899767058","2.004096185","1.726712323","1.136726358","1.925562132","1.887874993","2.374733385","1.650104978","1.973777783","1.309145075","0.896398378","2.533004239","1.579388371","2.066857671","0.560572011","-13.69572372","14.04482314","5.347105949","3.197376319","-0.895499552","4.331829202","4.108755231","2.328762964","3.470949804","1.578027592","1.511094907","2.409312825","1.813822947","2.571216409","1.655123111","1.956482476","1.116289329","1.116597267","1.537160445","2.086037681","2.237295247","1.487616602"
"IMF.STA:QGDP_WCA(4.0.0)","G200.B1GQ_S1_Q.POP_PCH_PT.Q","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Total economy, Constant prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Constant prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.816283765","1.128056844","0.946347001","1.364761565","1.429298161","1.371926259","1.155120188","1.212269535","0.97152533","1.09015541","1.026528031","1.156886819","1.045298484","0.925556882","0.956078532","1.212782982","1.069012465","0.920962038","1.340090417","0.972095349","1.390857993","1.262658813","1.302192953","1.423277268","0.841131344","0.880150576","0.530168695","0.942753538","1.27105989","1.043006214","1.02276059","-0.046769361","-12.84897942","12.49876602","3.438949153","1.132346159","-1.313105769","2.962106435","1.569192158","0.607551171","0.780998091","1.11277833","0.720428318","1.38946175","1.546162253","1.151246044","0.967697296","1.047581703","0.979231216","1.099587047","1.044602452","1.05070747","1.073403771","0.999994911"
"IMF.STA:QGDP_WCA(4.0.0)","G119.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","G7","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.253340177","0.596033609","0.411384064","1.127626903","0.80700563","1.161183423","0.926732631","0.57871727","1.209508372","1.157538422","0.568784914","0.795018607","0.842411028","0.585714901","0.24828177","0.726635461","0.573976911","0.8591863","0.950841683","1.179683909","0.932306952","1.222303704","1.408632276","0.865120769","1.114781454","0.868116352","0.89860349","1.321283018","1.454275543","1.366622763","0.717233698","-1.168617358","-8.711834333","9.140486511","1.699160791","1.909932378","3.03566532","2.56210782","3.065385572","2.354394534","2.481536069","1.42247035","1.582637646","1.359314525","1.058060544","1.144820689","0.9278466","0.795189945","1.278936432","1.190610337","0.997828201","0.819255644","1.229756856","1.178548524"
"IMF.STA:QGDP_WCA(4.0.0)","G119.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","G7","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.228341486","0.492943059","0.449677234","0.506025818","0.264450201","0.469296776","0.390225065","0.445053872","0.65589036","0.326849461","0.108794852","0.082050383","0.406513492","0.236742934","0.027596542","0.124307625","0.397837841","0.313280859","0.493048534","0.502830381","0.349469571","0.489256697","0.558110696","0.500799443","0.590610931","0.614694417","0.669445141","0.774479821","0.836692193","0.702571183","0.808630551","0.720562454","0.959701003","-0.092189314","0.645641651","1.054118884","1.068812946","1.572383566","1.673213191","2.313820025","2.04924922","0.977333364","1.177800371","0.839464136","0.622854036","0.699277994","0.433837901","0.636152527","0.695422701","0.591340382","0.638925482","0.724405162","0.675678355","0.527268132"
"IMF.STA:QGDP_WCA(4.0.0)","G120.B1GQ_S1_V.POP_PCH_PT.Q","OBS_VALUE","G20","Gross domestic product (GDP), Total economy, Current prices","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","","Current prices","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.978480808","1.13493165","0.90963642","1.562117561","1.347330577","1.548448253","1.439502469","1.257791552","1.246421015","1.403694601","0.798378509","1.203767147","1.280005304","0.970541981","0.547000155","1.109102612","1.229006449","0.928868322","1.623550239","1.566721817","1.088171189","1.721564173","1.718202488","1.748479574","1.439678282","1.52623232","1.145160883","1.08696911","2.020724707","1.503425314","1.418969484","-0.224267723","-11.0212103","11.77844542","3.804026387","2.984010024","1.059151005","3.617736928","3.651177283","2.244044437","3.058284712","1.383714302","1.655808021","2.009621729","1.723221028","2.1269764","1.450451989","1.50229218","1.132006381","1.104788448","1.292710381","1.49218911","1.831664645","1.355747639"
"IMF.STA:QGDP_WCA(4.0.0)","G120.B1GQ_S1.IX.Q","OBS_VALUE","G20","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","95.25450424","95.79530442","96.21596099","96.60381555","97.02422611","97.26522523","97.67188495","98.1535247","98.68469318","99.09120514","99.4449117","99.4233976","99.58403349","100.026173","100.2535142","100.129134","100.2602251","100.779253","100.898883","101.512369","102.1711484","102.1873552","102.8005616","103.3171226","104.0987849","104.8168268","105.720458","106.4332002","106.7755395","107.8532637","108.5001381","109.3873589","110.0928556","110.0208759","110.7039897","112.1419691","114.1973445","115.0942924","116.8706678","119.3850792","121.7894926","124.7294721","125.3950999","126.5762457","127.7126515","128.3386373","129.9035169","130.6583815","131.6879106","132.0937789","132.3599626","133.1231043","134.2987158","135.6000667","136.2125682"
"IMF.STA:QGDP_WCA(4.0.0)","U009.B1GQ_S1.IX.Q","OBS_VALUE","Oceania","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","95.69195277","96.30349878","95.83432303","95.66392557","96.22651172","97.0616947","97.65943301","98.8759874","99.12558539","98.96256537","98.86788994","99.48963526","99.7689306","99.94959057","100.3530676","99.92557111","99.80667918","100.1121136","101.0802012","102.6045003","103.3458873","102.3092886","102.4252878","102.700678","103.640236","104.3698285","105.6074847","106.4611158","107.5273046","109.0271481","110.2266224","110.0738003","111.4694982","111.8575596","112.6478359","113.8358865","116.0903582","119.303661","121.0034353","120.4116171","123.8398388","127.7739614","128.9654228","130.0638728","131.9024668","131.5755717","132.3914973","133.7999129","135.1412605","135.3239916","135.5236999","136.8722708","138.1526028","138.2146788","140.137492"
"IMF.STA:QGDP_WCA(4.0.0)","G120.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","G20","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","0.567742371","0.439120237","0.403108337","0.435190426","0.248390668","0.418093636","0.493120162","0.541160877","0.411930101","0.356950511","-0.021634186","0.161567489","0.443986325","0.227281714","-0.124065622","0.130922019","0.517680761","0.11870494","0.608020644","0.648964637","0.015862453","0.600080509","0.502488509","0.75656604","0.689769754","0.862105034","0.674176295","0.321647087","1.009336187","0.599772715","0.817713905","0.644952686","-0.065380843","0.620894685","1.298940917","1.832833298","0.785436739","1.543408817","2.151447792","2.01399818","2.413984526","0.533657253","0.941939373","0.897803345","0.490151717","1.219336327","0.581096354","0.787954891","0.308204696","0.201511119","0.576565371","0.883101018","0.968997282","0.451697073"
"IMF.STA:QGDP_WCA(4.0.0)","G200.B1GQ_S1.POP_PCH_PT.Q","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Total economy","Period-over-preceding period percent change, Percent","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","Period-over-preceding period percent change","Percent","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","","1.102176083","0.516527355","0.442981855","0.186812109","0.253543268","0.383405366","0.605272188","0.564495858","0.231715416","0.441447016","-0.197888322","0.164887791","0.455093628","0.330569955","-0.127412382","-0.037527685","0.649944612","-0.021001564","0.655225158","0.747352","-0.250645512","0.654637481","0.578153368","0.938104292","0.802225861","1.084085622","0.774868271","-0.045922226","1.2461056","0.530845406","1.033526579","0.607625555","-0.971582776","1.374288069","1.844717886","2.041908685","0.423162791","1.330317351","2.50032812","1.7108177","2.669106045","0.460129046","0.785011146","1.005874828","0.263585238","1.403809069","0.68083737","0.899478006","0.135729012","0.016825212","0.487465913","1.02456503","1.1515309","0.482793778"
"IMF.STA:QGDP_WCA(4.0.0)","G200.B1GQ_S1.IX.Q","OBS_VALUE","Emerging Market and Developing Economies","Gross domestic product (GDP), Total economy","Index","Quarterly","Units","","Gross domestic product (GDP)","Total economy","GDP by expenditure approach","Price deflator","","Seasonally adjusted (SA)","","Index","","","","","International Monetary Fund (IMF)","Statistics Department (STA)","datahelp@imf.org","","National accounts; Gross domestic product (GDP); International Financial Statistics (IFS)","","","English","2025-12-17T14:00:00Z","2025-12-17T14:00:00Z","","","Public (Unrestricted)","Public or Unrestricted","","","","","","","94.97292581","96.01969468","96.51566267","96.94320954","97.1243112","97.37056335","97.74388732","98.33550388","98.89060373","99.1197485","99.55730967","99.36029738","99.52413038","99.97705836","100.3075525","100.1797482","100.1421531","100.7930216","100.7718535","101.432136","102.1901911","101.934056","102.6013546","103.1945477","104.1626202","104.9982397","106.1365105","106.9589287","106.9098107","108.2420199","108.8166177","109.9412663","110.6092976","109.5346367","111.0399581","113.0883321","115.3974926","115.8858118","117.4274609","120.3635327","122.4227333","125.6903259","126.2686636","127.2598867","128.5399619","128.8787742","130.6879861","131.5777588","132.7612718","132.9414674","132.963835","133.6119884","134.9809301","136.5352772","137.1944611"
