transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,log_amount,high_value_txn,time_since_last_txn_mins,txn_hour,is_night_txn,high_login_attempts,long_txn_duration,fraud_flag,fraud_score,fraud_risk_score,fraud_risk_bucket,expected_fraud_loss
TX000411,AC00029,390.35,2023-09-26 18:36:46,Credit,Omaha,D000274,101.223.82.253,M019,ATM,64,Doctor,61,1,7095.88,2024-11-04 08:10:01,5.969602300250847,0,0.0,18,0,0,0,0,-0.24184534941590963,6.204621691998347,Low,24.21974077471555
TX000412,AC00210,242.03,2023-03-13 16:08:41,Debit,Dallas,D000605,219.98.242.240,M014,Online,58,Engineer,124,1,4382.73,2024-11-04 08:07:12,5.493184892510509,0,0.0,16,0,0,0,0,-0.2609629762334914,1.1391871326569902,Low,2.7571746171697136
TX000413,AC00421,242.39,2023-11-20 16:29:28,Credit,San Antonio,D000451,26.105.49.129,M008,ATM,18,Student,271,1,1328.73,2024-11-04 08:06:48,5.494665095075083,0,0.0,16,0,0,1,0,-0.054599427212530416,55.817577027670886,Medium,135.29622495737144
TX000414,AC00400,135.03,2023-02-24 17:00:26,Debit,San Francisco,D000029,74.58.165.67,M097,ATM,23,Student,180,1,1278.0,2024-11-04 08:08:18,4.912875449645338,0,0.0,17,0,0,0,0,-0.23808643948788477,7.200588002908736,Low,9.722953980327667
TX000415,AC00495,83.5,2023-05-15 18:47:35,Debit,Dallas,D000446,34.92.221.183,M100,Branch,61,Retired,91,5,1749.79,2024-11-04 08:07:22,4.436751534363128,0,0.0,18,0,1,0,1,0.022511209457893755,76.24892489371261,High,63.66785228625003
TX000416,AC00301,193.54,2023-10-24 16:43:03,Debit,Oklahoma City,D000150,196.244.194.198,M088,Branch,80,Retired,267,1,2929.51,2024-11-04 08:08:26,5.270637797441294,0,0.0,16,0,0,1,0,-0.03138211232468213,61.969270976412446,High,119.93532704774864
TX000417,AC00434,617.36,2023-11-21 17:05:17,Debit,Kansas City,D000137,42.219.228.159,M035,Branch,29,Engineer,61,1,8926.38,2024-11-04 08:09:23,6.427070812128133,0,0.0,17,0,0,0,0,-0.21949611963899124,12.126306531172506,Low,74.86296600084658
TX000418,AC00274,775.23,2023-08-07 16:40:02,Credit,Albuquerque,D000220,112.222.0.29,M036,Online,59,Doctor,38,1,5977.59,2024-11-04 08:07:01,6.654448868020438,0,0.0,16,0,0,0,0,-0.211601842356683,14.217985867127117,Low,110.22209183772955
TX000419,AC00365,266.57,2023-09-26 17:07:06,Debit,El Paso,D000223,91.204.200.167,M031,ATM,72,Retired,100,1,7676.92,2024-11-04 08:09:17,5.589381214346226,0,0.0,17,0,0,0,0,-0.22997123886657694,9.350803512155759,Low,24.926436922353606
TX000420,AC00480,153.4,2023-03-31 17:36:57,Debit,Mesa,D000599,162.58.247.55,M057,ATM,45,Engineer,144,1,4657.7,2024-11-04 08:08:08,5.039546637590676,0,0.0,17,0,0,0,0,-0.2597032038427972,1.4729782807746947,Low,2.259548682708382
TX000421,AC00318,946.94,2023-12-11 17:19:07,Debit,Charlotte,D000019,30.92.249.132,M018,Branch,53,Retired,251,1,5579.11,2024-11-04 08:07:11,6.854291209112812,1,0.0,17,0,0,0,0,-0.034621183293890634,61.1110419616846,High,578.6849007519762
TX000422,AC00235,5.12,2023-10-13 16:08:26,Debit,New York,D000660,188.205.152.176,M002,Branch,34,Engineer,90,1,3293.01,2024-11-04 08:10:31,1.8115620965242347,0,0.0,16,0,0,0,0,-0.16253268850617208,27.219421143781208,Low,1.393634362561598
TX000423,AC00333,119.11,2023-06-30 16:31:46,Debit,Detroit,D000078,200.13.225.150,M070,ATM,57,Engineer,131,1,7998.25,2024-11-04 08:09:48,4.788407989566399,0,0.0,16,0,0,0,0,-0.2508197648791568,3.8267473527203957,Low,4.558038771825263
TX000424,AC00262,1096.7,2023-03-27 16:51:20,Debit,Colorado Springs,D000234,167.164.55.0,M005,Online,24,Student,147,1,1093.89,2024-11-04 08:11:28,7.000972360693271,1,0.0,16,0,0,0,0,-0.08397632149770307,48.03383184956232,Medium,526.78703389415
TX000425,AC00267,119.72,2023-02-03 18:15:15,Debit,Tucson,D000445,147.227.81.224,M011,Branch,30,Engineer,123,1,3435.34,2024-11-04 08:10:20,4.793473814459594,0,0.0,18,0,0,0,0,-0.25453288028305726,2.8429148263713304,Low,3.4035376301317566
TX000426,AC00490,107.4,2023-06-22 16:47:47,Debit,Virginia Beach,D000271,146.69.70.214,M079,Online,58,Doctor,32,1,344.07,2024-11-04 08:08:03,4.685828089005546,0,0.0,16,0,0,0,0,-0.1936547705155644,18.97326845583096,Low,20.37729032156245
TX000427,AC00229,115.92,2023-01-17 18:42:28,Debit,Raleigh,D000386,204.34.243.93,M033,ATM,53,Retired,57,1,3897.17,2024-11-04 08:09:02,4.761489940243045,0,0.0,18,0,0,0,0,-0.25155655924023596,3.6315252336074826,Low,4.209664050797794
TX000428,AC00196,438.04,2023-08-24 18:54:06,Debit,Philadelphia,D000694,80.92.209.207,M025,ATM,67,Retired,247,1,5358.95,2024-11-04 08:06:33,6.0845905250974655,0,0.0,18,0,0,0,0,-0.19415410651577553,18.840963653758635,Low,82.53095718892433
TX000429,AC00182,677.29,2023-05-01 18:28:00,Debit,Houston,D000016,49.172.82.247,M015,Online,27,Engineer,287,1,627.79,2024-11-04 08:07:16,6.519574925104157,0,0.0,18,0,0,1,0,-0.04799541640030325,57.56738545931967,Medium,389.8981449774261
TX000430,AC00357,296.0,2023-05-15 16:25:29,Debit,Las Vegas,D000623,32.71.250.58,M085,Branch,35,Doctor,248,1,7418.82,2024-11-04 08:06:54,5.6937321388027,0,0.0,16,0,0,0,0,-0.19992248464144607,17.312565689517157,Low,51.245194440970785
TX000431,AC00443,299.09,2023-01-16 16:14:45,Credit,Boston,D000540,113.115.81.178,M034,Branch,36,Engineer,84,1,5615.26,2024-11-04 08:08:01,5.704082429665199,0,0.0,16,0,0,0,0,-0.2563045989977784,2.373477626209707,Low,7.098834232230612
TX000432,AC00499,461.52,2023-05-15 16:40:24,Credit,Denver,D000670,59.127.135.25,M068,Branch,24,Student,44,1,1995.18,2024-11-04 08:08:53,6.136689799260761,0,0.0,16,0,0,0,0,-0.2324556805886162,8.69252217422769,Low,40.11772833849564
TX000433,AC00285,100.52,2023-01-30 17:28:00,Debit,Las Vegas,D000140,113.115.81.178,M038,ATM,50,Engineer,110,1,453.39,2024-11-04 08:11:28,4.620255823406132,0,0.0,17,0,0,0,0,-0.23069222119937766,9.159770971344543,Low,9.207401780395534
TX000434,AC00475,85.35,2023-07-05 16:08:25,Debit,Washington,D000514,100.4.40.132,M074,ATM,66,Retired,166,1,2173.76,2024-11-04 08:06:25,4.458408804592688,0,0.0,16,0,0,0,0,-0.22090193150938314,11.753820547417112,Low,10.031885837220504
TX000435,AC00217,79.76,2023-02-06 16:26:29,Debit,Raleigh,D000268,157.130.28.27,M055,Branch,39,Engineer,170,1,6452.14,2024-11-04 08:09:34,4.391481793444637,0,0.0,16,0,0,0,0,-0.24806895897738673,4.555604936029411,Low,3.6335504969770582
TX000436,AC00452,778.49,2023-07-03 16:48:21,Credit,Omaha,D000102,161.71.2.223,M054,Online,75,Retired,107,1,7713.67,2024-11-04 08:09:21,6.658639859679173,0,0.0,16,0,0,0,0,-0.1918027721412675,19.463976672835173,Low,151.52511200035454
TX000437,AC00357,386.38,2023-01-24 16:00:14,Debit,Phoenix,D000461,203.197.235.35,M058,Online,42,Engineer,135,1,5528.36,2024-11-04 08:10:06,5.959406123414093,0,0.0,16,0,0,0,0,-0.25909209103081876,1.6348996315254622,Low,6.316925196288081
TX000438,AC00080,165.25,2023-11-24 17:11:27,Debit,Sacramento,D000124,70.130.169.235,M025,Online,35,Doctor,106,1,9939.94,2024-11-04 08:11:35,5.113492679535963,0,0.0,17,0,0,0,0,-0.24129019667971002,6.351715778648905,Low,10.496210324217314
TX000439,AC00493,14.29,2023-02-28 16:28:25,Debit,Los Angeles,D000317,90.111.245.138,M070,ATM,34,Engineer,150,1,7016.99,2024-11-04 08:08:52,2.727199019940971,0,0.0,16,0,0,0,0,-0.20572403773877923,15.775377635921572,Low,2.2543014641731927
TX000440,AC00420,232.79,2023-09-20 17:36:06,Credit,Indianapolis,D000160,6.234.101.35,M019,Branch,55,Retired,145,1,2661.3,2024-11-04 08:11:40,5.454423276523579,0,0.0,17,0,0,0,0,-0.25793823698417107,1.9406264992007896,Low,4.517584427489518
TX000441,AC00040,1237.56,2023-11-13 17:49:04,Credit,Austin,D000077,219.96.187.255,M060,Branch,60,Engineer,159,1,9410.17,2024-11-04 08:11:45,7.121704693456404,1,0.0,17,0,0,0,0,-0.059729570296935486,54.45828675999954,Medium,673.9539736270503
TX000442,AC00351,92.29,2023-02-15 16:17:59,Debit,Albuquerque,D000264,210.136.14.108,M015,Branch,54,Engineer,115,1,2026.32,2024-11-04 08:11:25,4.53571292097287,0,0.0,16,0,0,0,0,-0.24831290953084567,4.490967438077787,Low,4.14471384860199
TX000443,AC00070,293.97,2023-11-13 17:34:15,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,68,Retired,153,1,7371.85,2024-11-04 08:08:57,5.686873656253288,0,0.0,17,0,0,0,0,-0.23623818144279746,7.690305176776565,Low,22.60719012817007
TX000444,AC00273,136.32,2023-10-11 18:50:24,Debit,Miami,D000548,217.233.219.196,M060,Online,19,Student,113,1,264.83,2024-11-04 08:09:24,4.922313968589491,0,0.0,18,0,0,0,0,-0.22866136033498324,9.697870857165965,Low,13.220137552488643
TX000445,AC00280,251.06,2023-12-06 17:27:14,Debit,Colorado Springs,D000593,195.237.152.198,M003,Online,36,Doctor,34,1,10001.66,2024-11-04 08:10:13,5.529667154409346,0,0.0,17,0,0,0,0,-0.21993677221636504,12.009550575248138,Low,30.151177674217973
TX000446,AC00480,50.17,2023-09-18 16:57:44,Credit,Sacramento,D000549,25.188.196.47,M039,ATM,77,Retired,35,1,7752.14,2024-11-04 08:10:59,3.9351534228170006,0,0.0,16,0,0,0,0,-0.173400987842607,24.339740544021087,Low,12.21124783093538
TX000447,AC00122,21.4,2023-12-26 16:07:28,Debit,Fresno,D000537,198.166.198.233,M027,Branch,34,Engineer,258,1,9594.11,2024-11-04 08:11:40,3.109060958860994,0,0.0,16,0,0,0,0,-0.12994719120485154,35.853322502899395,Medium,7.672611015620469
TX000448,AC00072,73.28,2023-03-10 17:33:12,Debit,Boston,D000137,206.84.69.39,M096,Branch,21,Student,21,1,1329.41,2024-11-04 08:10:57,4.307841736484505,0,0.0,17,0,0,0,0,-0.20669100154205283,15.519169482395442,Low,11.37244739669938
TX000449,AC00093,70.23,2023-09-13 16:18:07,Debit,Memphis,D000293,146.47.189.38,M066,ATM,38,Doctor,260,1,11624.93,2024-11-04 08:07:16,4.265914077990263,0,0.0,16,0,0,0,0,-0.13950417513978097,33.321089963317625,Medium,23.40140148123797
TX000450,AC00407,689.29,2023-01-06 17:30:07,Debit,El Paso,D000286,166.41.54.117,M034,ATM,22,Student,100,1,168.84,2024-11-04 08:07:49,6.5371117991493355,0,0.0,17,0,0,0,0,-0.2116644168148546,14.201406046526008,Low,97.88887173809911
TX000451,AC00495,745.03,2023-08-03 17:42:02,Debit,Fort Worth,D000031,30.92.249.132,M075,Online,28,Student,231,1,160.57,2024-11-04 08:09:15,6.614765813872392,0,0.0,17,0,0,0,0,-0.1754912596205418,23.785899055043526,Low,177.21208372979078
TX000452,AC00119,54.61,2023-12-04 16:10:04,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1,7135.64,2024-11-04 08:07:19,4.018363041199472,0,0.0,16,0,0,0,0,-0.23616088639574306,7.710785386289556,Low,4.210859899452727
TX000453,AC00271,54.05,2023-04-25 16:53:22,Debit,Louisville,D000373,167.104.180.235,M008,Branch,27,Student,146,1,469.14,2024-11-04 08:11:34,4.0082418631686885,0,0.0,16,0,0,0,0,-0.23086705835127758,9.113445862064964,Low,4.925817488446113
TX000454,AC00235,107.47,2023-04-12 17:39:29,Debit,Austin,D000606,59.208.79.116,M037,Online,67,Retired,144,1,7517.5,2024-11-04 08:12:09,4.686473637052126,0,0.0,17,0,0,0,0,-0.23512244264230286,7.985932972692413,Low,8.582482165752536
TX000455,AC00264,611.11,2023-10-18 18:32:31,Debit,Detroit,D000215,141.201.46.191,M045,ATM,20,Student,282,4,919.84,2024-11-04 08:11:12,6.416912004923377,0,0.0,18,0,1,1,1,0.07192409451972948,89.34143569839028,High,545.9744476964329
TX000456,AC00307,219.63,2023-11-10 16:06:27,Debit,Charlotte,D000220,146.47.189.38,M002,ATM,48,Doctor,44,1,8013.63,2024-11-04 08:07:29,5.396487090320281,0,0.0,16,0,0,0,0,-0.24718222347425495,4.790555680984212,Low,10.521497442145625
TX000457,AC00434,188.7,2023-02-10 16:01:04,Debit,New York,D000501,55.139.104.163,M099,Branch,54,Retired,123,1,5077.06,2024-11-04 08:09:59,5.245443876940969,0,0.0,16,0,0,0,0,-0.26300562884294965,0.5979628886957634,Low,1.1283559709689055
TX000458,AC00290,93.52,2023-08-14 17:41:24,Debit,Philadelphia,D000430,190.251.45.32,M011,Online,51,Engineer,97,1,2791.2,2024-11-04 08:08:04,4.548811452318707,0,0.0,17,0,0,0,0,-0.24817920630983048,4.526393640445267,Low,4.233083332544414
TX000459,AC00021,275.92,2023-09-18 18:47:52,Credit,Nashville,D000315,112.196.12.19,M042,Branch,62,Retired,107,1,1777.38,2024-11-04 08:07:39,5.623728655809825,0,0.0,18,0,0,0,0,-0.2500864570143103,4.021045684656351,Low,11.094869253103806
TX000460,AC00499,376.79,2023-01-30 17:47:18,Debit,Milwaukee,D000242,143.212.47.226,M039,Branch,68,Retired,265,1,7749.14,2024-11-04 08:08:44,5.934338485685865,0,0.0,17,0,0,0,0,-0.16759568838722128,25.87792123816417,Low,97.50541943327877
TX000461,AC00148,8.98,2023-08-21 16:07:13,Debit,Detroit,D000229,188.225.207.71,M063,Online,66,Retired,56,1,4516.76,2024-11-04 08:10:53,2.300583090323373,0,0.0,16,0,0,0,0,-0.16226876441914395,27.289350858605722,Low,2.450583707102794
TX000462,AC00200,697.32,2023-05-11 16:30:04,Debit,Atlanta,D000277,163.58.140.206,M080,Online,68,Retired,91,1,2016.02,2024-11-04 08:11:18,6.548677450427094,0,0.0,16,0,0,0,0,-0.22246390284942846,11.339958320579948,Low,79.0757973610681
TX000463,AC00074,17.45,2023-09-13 16:41:19,Debit,Omaha,D000630,28.149.72.129,M059,ATM,18,Student,88,1,1959.52,2024-11-04 08:09:39,2.915064370486536,0,0.0,16,0,0,0,0,-0.17965877381771006,22.681668355160443,Low,3.9579511279754973
TX000464,AC00417,302.16,2023-10-18 17:47:52,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,3876.61,2024-11-04 08:07:38,5.714260718943828,0,0.0,17,0,1,0,1,0.026156415997806715,77.2147641874387,High,233.3121314687648
TX000465,AC00182,442.74,2023-10-16 17:47:41,Debit,San Diego,D000563,141.241.241.128,M019,Branch,23,Student,136,1,1790.27,2024-11-04 08:09:45,6.095238805324437,0,0.0,17,0,0,0,0,-0.24790752607943994,4.598378434438861,Low,20.358860680634617
TX000466,AC00177,623.9,2023-08-08 17:44:21,Debit,San Jose,D000162,206.84.69.39,M005,ATM,27,Student,249,1,711.47,2024-11-04 08:10:15,6.437591636935036,0,0.0,17,0,0,0,0,-0.1778409395737171,23.163324393880043,Low,144.51598089341758
TX000467,AC00063,445.41,2023-11-20 16:27:31,Debit,Fresno,D000039,185.23.87.107,M015,ATM,35,Doctor,235,3,12154.66,2024-11-04 08:08:08,6.1012378122498845,0,0.0,16,0,1,0,1,0.010707599412736801,73.1214229909796,High,325.69013014412224
TX000468,AC00300,63.41,2023-11-24 17:29:06,Debit,Fort Worth,D000116,141.241.241.128,M035,ATM,26,Student,36,1,1546.22,2024-11-04 08:07:15,4.165268900558799,0,0.0,17,0,0,0,0,-0.2318945552073458,8.841198781713128,Low,5.606204147484294
TX000469,AC00218,346.85,2023-11-03 18:33:50,Debit,Kansas City,D000128,13.149.61.4,M025,ATM,44,Doctor,88,1,7208.15,2024-11-04 08:10:25,5.85177135236965,0,0.0,18,0,0,0,0,-0.2594917016427345,1.5290182152182914,Low,5.303399679484643
TX000470,AC00036,71.95,2023-02-13 16:39:52,Credit,Omaha,D000410,162.58.247.55,M100,Online,59,Engineer,53,1,9267.32,2024-11-04 08:06:23,4.289774274968795,0,0.0,16,0,0,0,0,-0.22322498485418707,11.138300911625214,Low,8.014007505914341
TX000471,AC00371,7.5,2023-02-17 16:08:54,Debit,Dallas,D000181,203.197.235.35,M054,Online,63,Retired,36,1,6485.78,2024-11-04 08:11:28,2.1400661634962708,0,0.0,16,0,0,0,0,-0.15435592823503652,29.38594758851587,Low,2.2039460691386905
TX000472,AC00398,206.46,2023-11-27 18:26:02,Debit,Virginia Beach,D000620,110.150.1.201,M013,ATM,65,Retired,279,1,3984.38,2024-11-04 08:06:44,5.334938550003682,0,0.0,18,0,0,1,0,-0.06010114843038061,54.35983287047611,Medium,112.23131094438499
TX000473,AC00213,423.11,2023-07-25 18:41:02,Debit,Columbus,D000113,64.57.44.102,M055,ATM,60,Engineer,47,1,412.78,2024-11-04 08:10:58,6.049992855547051,0,0.0,18,0,0,0,0,-0.20415922642878087,16.189992345380396,Low,68.501476612539
TX000474,AC00464,35.84,2023-03-28 17:23:54,Credit,Colorado Springs,D000422,35.73.67.98,M013,Online,54,Retired,172,1,4795.65,2024-11-04 08:10:57,3.6065842113871063,0,0.0,17,0,0,0,0,-0.22393624301196535,10.949844902550375,Low,3.9244244130740547
TX000475,AC00219,88.6,2023-02-14 17:01:44,Credit,Raleigh,D000403,170.54.231.239,M054,Branch,28,Student,105,1,246.57,2024-11-04 08:08:47,4.4953553199808844,0,0.0,17,0,0,0,0,-0.2364015803226741,7.647010768899346,Low,6.7752515412448195
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Debit,Oklahoma City,D000563,7.105.184.86,M082,ATM,18,Student,168,1,1058.13,2024-11-04 08:11:20,7.267036822785819,1,0.0,18,0,0,0,0,-0.05489922986298079,55.73814087583761,Medium,797.7800103558636
TX000477,AC00442,53.81,2023-10-16 16:55:44,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2,2564.62,2024-11-04 08:12:05,4.003872659058025,0,0.0,16,0,0,0,0,-0.1196684356959058,38.57679670180732,Medium,20.75817430524252
TX000478,AC00054,22.46,2023-05-17 16:03:51,Debit,New York,D000602,147.119.62.178,M087,Online,54,Retired,78,1,6631.5,2024-11-04 08:07:46,3.1552968432253294,0,0.0,16,0,0,0,0,-0.2244215336785556,10.82126157276117,Low,2.430455349242159
TX000479,AC00392,334.89,2023-07-20 18:23:13,Debit,Fort Worth,D000697,32.13.122.242,M040,Online,21,Student,260,1,1661.68,2024-11-04 08:08:44,5.81678372540998,0,0.0,18,0,0,0,0,-0.17573014674269793,23.722603171307657,Low,79.44462576039221
TX000480,AC00350,319.27,2023-07-20 16:58:05,Credit,Omaha,D000457,214.67.148.245,M068,Online,54,Retired,59,1,5504.01,2024-11-04 08:06:35,5.76916439003684,0,0.0,16,0,0,0,0,-0.25688533732462676,2.2196043437766413,Low,7.086530788375682
TX000481,AC00306,144.3,2023-12-08 17:24:44,Debit,Oklahoma City,D000098,93.170.203.44,M049,ATM,18,Student,88,1,312.19,2024-11-04 08:10:39,4.9788005705762375,0,0.0,17,0,0,0,0,-0.2218999134645126,11.489393778689589,Low,16.579195222649076
TX000482,AC00229,348.7,2023-05-02 17:13:45,Credit,Fresno,D000175,142.184.68.230,M067,Branch,69,Retired,149,1,2445.58,2024-11-04 08:06:58,5.85707564406933,0,0.0,17,0,0,0,0,-0.23173680009867081,8.882997807660221,Low,30.97501335531119
TX000483,AC00148,366.21,2023-01-12 17:57:06,Debit,Oklahoma City,D000483,210.160.90.52,M052,ATM,62,Doctor,181,1,10862.99,2024-11-04 08:11:36,5.90593389149099,0,0.0,17,0,0,0,0,-0.2027678150318667,16.558662758473126,Low,60.63947888780443
TX000484,AC00305,99.11,2023-05-01 16:58:41,Debit,Philadelphia,D000195,42.219.228.159,M015,Online,55,Retired,12,1,5414.87,2024-11-04 08:09:35,4.606269581431392,0,0.0,16,0,0,0,0,-0.21295713250295062,13.858886193807562,Low,13.735542106682676
TX000485,AC00329,539.35,2023-05-22 17:34:50,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,3919.44,2024-11-04 08:11:49,6.292217077749175,0,0.0,17,0,0,0,0,-0.2510244860785618,3.7725041221985895,Low,20.347000983078093
TX000486,AC00400,188.99,2023-06-08 16:43:06,Debit,Oklahoma City,D000551,200.136.146.93,M065,Branch,58,Engineer,92,1,7315.34,2024-11-04 08:07:32,5.246971439196448,0,0.0,16,0,0,0,0,-0.256448400591407,2.3353757441610044,Low,4.413626618889882
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Debit,Nashville,D000418,219.98.242.240,M015,ATM,46,Engineer,58,1,3740.73,2024-11-04 08:11:35,7.256784065420216,1,0.0,17,0,0,0,0,-0.05884832005431928,54.69178412224907,Medium,774.8130364814903
TX000488,AC00128,710.14,2023-03-08 16:20:43,Debit,El Paso,D000667,83.207.115.164,M059,ATM,26,Student,227,1,465.63,2024-11-04 08:12:20,6.566869316186371,0,0.0,16,0,0,0,0,-0.18976274870762927,20.0045042864987,Low,142.05998674014188
TX000489,AC00463,308.68,2023-02-27 17:14:10,Debit,Milwaukee,D000391,86.220.59.252,M064,Online,53,Doctor,170,1,9992.36,2024-11-04 08:10:16,5.735539506269393,0,0.0,17,0,0,0,0,-0.23377939312270418,8.34178935154093,Low,25.749435370336546
TX000490,AC00256,166.68,2023-03-27 18:47:56,Debit,Mesa,D000130,187.52.200.18,M008,ATM,57,Retired,139,1,5141.19,2024-11-04 08:12:19,5.122057401132677,0,0.0,18,0,0,0,0,-0.2585695387956397,1.773355841409355,Low,2.955829516461113
TX000491,AC00166,0.99,2023-09-13 16:55:14,Debit,Los Angeles,D000503,187.199.178.27,M029,ATM,45,Engineer,133,1,4317.85,2024-11-04 08:09:12,0.688134638736401,0,0.0,16,0,0,0,0,-0.12509743905532578,37.13831997548607,Medium,0.36766936775731207
TX000492,AC00318,505.19,2023-03-14 16:25:04,Debit,Kansas City,D000660,60.89.202.192,M023,ATM,30,Doctor,128,5,5326.68,2024-11-04 08:10:19,6.226912092878356,0,0.0,16,0,1,0,1,0.014105067913759428,74.02162124903569,High,373.94982838800337
TX000493,AC00213,66.58,2023-12-04 17:06:43,Debit,Raleigh,D000419,20.147.6.179,M040,Branch,23,Student,79,1,1636.32,2024-11-04 08:08:48,4.213312081286144,0,0.0,17,0,0,0,0,-0.23644121560628056,7.636508945777409,Low,5.084387656098599
TX000494,AC00075,223.43,2023-02-08 17:59:42,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,2024-11-04 08:09:38,5.413563854552423,0,0.0,17,0,0,0,0,-0.19780518768929328,17.87356780846005,Low,39.934912554442285
TX000495,AC00498,659.95,2023-09-20 16:59:45,Debit,Detroit,D000665,94.227.164.192,M044,Online,60,Engineer,114,1,3927.69,2024-11-04 08:06:26,6.493678194025409,0,0.0,16,0,0,0,0,-0.23994285973146479,6.708708160906434,Low,44.27411950790201
TX000496,AC00039,634.86,2023-08-10 16:28:55,Debit,Chicago,D000151,122.94.26.104,M009,ATM,27,Student,45,1,588.5,2024-11-04 08:08:00,6.4549784133227215,0,0.0,16,0,0,0,0,-0.21490957113624387,13.341565177844355,Low,84.70026068806268
TX000497,AC00114,286.5,2023-10-23 16:58:04,Credit,Boston,D000602,16.128.130.153,M097,Branch,30,Engineer,60,1,8517.95,2024-11-04 08:09:17,5.661222860237405,0,0.0,16,0,0,0,0,-0.23816057620138392,7.180944630106353,Low,20.5734063652547
TX000498,AC00326,322.96,2023-11-27 16:21:20,Credit,Philadelphia,D000275,135.29.211.116,M033,Branch,76,Retired,168,1,2401.59,2024-11-04 08:11:24,5.780620051380789,0,0.0,16,0,0,0,0,-0.20749682157527366,15.305658219526116,Low,49.43115378578154
TX000499,AC00450,654.48,2023-08-07 16:37:06,Debit,Columbus,D000277,148.112.151.27,M047,Branch,19,Student,114,1,6776.41,2024-11-04 08:10:17,6.485367791678024,0,0.0,16,0,0,0,0,-0.20856828807649397,15.021760877233268,Low,98.31442058931628
TX000500,AC00325,157.97,2023-06-21 16:00:51,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1,5529.92,2024-11-04 08:10:06,5.06871550517278,0,0.0,16,0,0,0,0,-0.2627326955510575,0.6702796957104213,Low,1.0588408353137526
TX000501,AC00433,120.9,2023-07-12 16:17:27,Debit,Tucson,D000195,200.136.146.93,M074,Branch,40,Doctor,52,1,9009.42,2024-11-04 08:08:19,4.803201036487226,0,0.0,16,0,0,0,0,-0.24097211821994569,6.435994315835883,Low,7.781117127845583
TX000502,AC00284,254.77,2023-01-18 16:47:29,Debit,Denver,D000216,16.128.130.153,M031,Branch,57,Engineer,57,1,5994.87,2024-11-04 08:07:07,5.5442786031426925,0,0.0,16,0,0,0,0,-0.25274853927924934,3.3156964468403602,Low,8.447399837615187
TX000503,AC00103,795.96,2023-09-28 17:53:43,Debit,Raleigh,D000283,54.252.249.33,M014,Online,65,Retired,119,1,5468.58,2024-11-04 08:08:26,6.680804489324974,0,0.0,17,0,0,0,0,-0.21792735608970792,12.541968431773403,Low,99.8290519295436
TX000504,AC00080,149.25,2023-04-10 16:38:45,Debit,Omaha,D000604,3.77.114.6,M067,ATM,39,Engineer,142,1,5677.52,2024-11-04 08:07:41,5.012300573415317,0,0.0,16,0,0,0,0,-0.26006970496422094,1.3758696038342206,Low,2.0534853837225744
TX000505,AC00052,3.42,2023-09-25 16:14:35,Credit,San Antonio,D000484,151.247.130.190,M092,Online,43,Doctor,158,1,14180.21,2024-11-04 08:08:48,1.4861396960896067,0,0.0,16,0,0,0,0,-0.09727875448757761,44.50919961182747,Medium,1.5222146267244996
TX000506,AC00095,68.19,2023-03-14 16:07:32,Credit,Fresno,D000589,134.140.85.231,M026,Online,40,Doctor,189,1,9895.1,2024-11-04 08:07:50,4.23685634351072,0,0.0,16,0,0,0,0,-0.21390642419663147,13.607360468467824,Low,9.278859103448209
TX000507,AC00327,493.42,2023-06-14 17:21:32,Debit,Baltimore,D000474,28.149.72.129,M039,Branch,39,Engineer,111,1,2232.84,2024-11-04 08:10:01,6.203385358399711,0,0.0,17,0,0,0,0,-0.24974483954985455,4.111561151196235,Low,20.287265032232465
TX000508,AC00491,37.57,2023-04-26 18:35:50,Debit,El Paso,D000422,173.135.78.201,M048,ATM,57,Retired,42,1,7739.54,2024-11-04 08:09:21,3.6524747722201365,0,0.0,18,0,0,0,0,-0.21914165800390734,12.2202252080798,Low,4.59113861067558
TX000509,AC00353,127.0,2023-09-15 17:09:41,Credit,Nashville,D000024,154.138.163.229,M015,Branch,19,Student,68,5,431.16,2024-11-04 08:10:12,4.852030263919617,0,0.0,17,0,1,0,1,0.03217445255861229,78.80931201836766,High,100.08782626332693
TX000510,AC00266,96.89,2023-03-16 16:02:01,Debit,Sacramento,D000295,136.105.231.135,M005,ATM,59,Retired,53,1,6044.93,2024-11-04 08:11:06,4.583844399273339,0,0.0,16,0,0,0,0,-0.24304235112768396,5.887462355420219,Low,5.70436227616665
