customerage,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_risk_score,credit_risk_bucket,total_transactions,avg_fraud_risk_score,max_fraud_risk_score,total_expected_fraud_loss,fraud_loss_score,enterprise_risk_score,enterprise_risk_bucket
24,80000,RENT,0.0,MEDICAL,A,22000,,0,0.28,N,4,42.77386840988889,Medium,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,50.27259659020096,Medium
26,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,26.46378307535956,Low,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,52.5526111574398,Medium
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,72.35831905958578,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,68.02326698001909,Medium
25,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,13.855307757444264,Low,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,43.80744163540139,Medium
23,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,45.430430000931445,Medium,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,49.62070089963128,Medium
25,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,41.40842756179974,Medium,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,60.33931351801468,Medium
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,90.56006668086196,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,89.83029698945202,High
21,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,91.96551068034448,High,64.0,18.046440675654985,77.22141810930965,4042.4667310934165,66.01082999998857,81.58363840820212,High
23,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,22.86223456490554,Low,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,36.07978363801574,Low
23,110000,RENT,0.0,PERSONAL,B,22000,,0,0.2,N,3,20.08000564446333,Low,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,34.41044628575041,Low
22,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,61.72452955129471,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,62.167054810425284,Medium
25,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,72.9263844531692,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,79.25008765283636,High
24,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,71.33943144403013,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,67.4119344106857,Medium
23,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,99.79342510046108,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,82.23849795934906,High
26,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,78.3238979096479,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,83.6686800580128,High
22,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,45.92031361636349,Medium,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,52.68452524946655,Medium
22,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,51.87289900780338,Medium,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,56.25607648433049,Medium
22,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,3.83013470288724,Low,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,27.430417901380807,Low
24,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,16.362450679211094,Low,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,34.42574595179428,Low
24,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,81.99144365133749,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,73.80314173507011,High
25,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,8.489919984523599,Low,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,40.588208971648996,Medium
24,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,97.51544244290454,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,83.11754101001034,High
24,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,65.08135834101469,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,63.65709054887644,Medium
24,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,71.41263890929937,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,67.45585888984725,Medium
25,60000,RENT,5.0,EDUCATION,A,21450,7.29,1,0.36,N,4,48.74864354543082,Medium,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,64.74344310819333,Medium
22,31000,RENT,5.0,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,99.55741945880813,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,84.86678875493334,High
25,47052,RENT,5.0,VENTURE,B,21250,10.99,1,0.45,N,2,76.99068848975065,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,81.68867007478522,High
25,51060,RENT,9.0,VENTURE,A,21250,6.91,1,0.42,N,2,56.83029719960317,Medium,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,69.59243530069674,Medium
22,19200,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,14.17,1,0.26,Y,2,78.11446258603765,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,72.00101463127105,High
22,53000,RENT,3.0,MEDICAL,B,21250,10.25,1,0.4,N,3,81.44973471507224,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,74.0021779086918,High
26,19200,OWN,0.0,EDUCATION,B,9250,,1,0.48,N,2,72.80899765618128,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,80.35973990593283,High
24,56000,RENT,8.0,VENTURE,D,21250,15.95,1,0.38,Y,3,95.07870791263646,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,81.6555002918495,High
24,65000,RENT,4.0,EDUCATION,D,21250,15.95,1,0.33,Y,4,94.0101067733243,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,81.0143396082622,High
21,35000,RENT,3.0,VENTURE,B,21000,12.53,1,0.6,N,4,96.3708226920966,High,64.0,18.046440675654985,77.22141810930965,4042.4667310934165,66.01082999998857,84.22682561525339,High
22,19200,MORTGAGE,6.0,HOMEIMPROVEMENT,D,1400,14.91,1,0.07,Y,4,82.81566466882244,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,74.82173588094192,High
23,19200,MORTGAGE,7.0,MEDICAL,A,3000,,1,0.16,N,4,36.11431495221715,Medium,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,44.03103187040271,Medium
26,40000,RENT,3.0,MEDICAL,A,21000,6.54,1,0.53,N,4,93.26915841153988,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,92.63583635914799,High
25,19200,OWN,2.0,VENTURE,B,1000,,0,0.05,N,3,1.6643460299284387,Low,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,36.4928645988919,Low
26,42000,RENT,0.0,MEDICAL,F,21000,17.26,1,0.5,Y,4,99.80287392847418,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,96.55606566930857,High
23,63000,RENT,2.0,MEDICAL,B,21000,11.36,1,0.33,N,2,66.80959184316569,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,62.44819800497183,Medium
26,19200,MORTGAGE,5.0,VENTURE,A,4000,7.51,1,0.21,N,4,21.92872548437848,Low,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,49.83157660285114,Medium
22,59000,RENT,2.0,PERSONAL,B,21000,10.71,1,0.36,N,3,67.23222571912211,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,65.47167251112172,Medium
22,70500,RENT,3.0,PERSONAL,C,21000,13.98,0,0.3,Y,4,60.67384838268449,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,61.53664610925915,Medium
26,65219,RENT,11.0,DEBTCONSOLIDATION,D,21000,14.09,1,0.32,N,3,95.51807293209336,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,93.98518507148007,High
22,75000,RENT,2.0,EDUCATION,B,21000,10.0,0,0.28,N,3,36.18819863003193,Medium,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,46.845256257667614,Medium
22,19200,MORTGAGE,3.0,MEDICAL,D,5000,15.33,1,0.26,N,3,96.388422503753,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,82.96539058190027,High
25,62047,RENT,9.0,MEDICAL,E,21000,16.32,1,0.29,Y,4,95.63985583638396,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,92.8781704827652,High
24,79000,RENT,8.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.27,N,2,44.308144255743805,Medium,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,51.19316209771391,Medium
23,80000,RENT,3.0,MEDICAL,B,21000,11.99,0,0.26,N,3,46.62122411133323,Medium,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,50.335177365872354,Medium
24,84000,RENT,8.0,MEDICAL,B,21000,10.75,0,0.25,N,4,41.04981946071816,Medium,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,49.23816722069853,Medium
26,85000,RENT,3.0,HOMEIMPROVEMENT,C,21000,13.92,0,0.25,N,3,59.76392770426633,Medium,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,72.53269793478385,High
22,93000,RENT,1.0,EDUCATION,B,21000,9.91,0,0.23,N,3,23.093120276202367,Low,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,38.98820924536988,Low
26,81000,RENT,10.0,EDUCATION,E,21000,16.95,1,0.26,Y,3,90.27246823812447,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,90.83782225509874,High
26,97000,RENT,1.0,EDUCATION,A,21000,7.9,0,0.22,N,3,15.09416268359279,Low,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,45.73083892237973,Medium
26,97000,RENT,3.0,EDUCATION,C,21000,,0,0.22,Y,3,26.153110847514853,Low,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,52.36620782073297,Medium
25,100000,RENT,2.0,PERSONAL,D,21000,16.49,1,0.21,Y,3,82.05716551913443,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,84.72855629241549,High
26,19200,OTHER,0.0,PERSONAL,C,7500,11.97,1,0.39,Y,2,90.4524430274444,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,90.94580712869069,High
21,19253,MORTGAGE,,DEBTCONSOLIDATION,A,6250,6.17,1,0.32,N,3,69.84581411962132,High,64.0,18.046440675654985,77.22141810930965,4042.4667310934165,66.01082999998857,68.31182047176823,Medium
26,125000,RENT,5.0,HOMEIMPROVEMENT,A,21000,8.9,0,0.17,N,2,19.66203655071469,Low,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,48.47156324265287,Medium
25,125000,RENT,9.0,EDUCATION,C,21000,12.99,0,0.17,Y,3,18.1681556356764,Low,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,46.39515036234067,Medium
23,82000,RENT,2.0,PERSONAL,B,20900,12.69,0,0.25,N,2,37.44897320492205,Medium,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,44.83182682202565,Medium
21,19500,MORTGAGE,0.0,EDUCATION,B,15000,9.64,1,0.77,N,2,99.62616855356556,High,64.0,18.046440675654985,77.22141810930965,4042.4667310934165,66.01082999998857,86.18003313213477,High
26,50000,RENT,7.0,VENTURE,A,20500,7.49,1,0.41,N,3,56.68226133813019,Medium,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,70.68369811510217,High
23,70000,RENT,2.0,EDUCATION,C,20500,13.16,0,0.29,Y,3,51.81060559526378,Medium,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,53.44880625623068,Medium
22,19800,OWN,1.0,EDUCATION,A,2100,8.38,0,0.11,N,4,3.1470532687223973,Low,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,27.0205690408819,Low
123,80004,RENT,2.0,EDUCATION,B,20400,10.25,0,0.25,N,3,24.12890173117707,Low,,0.0,0.0,0.0,0.0,14.477341038706241,Low
23,54000,RENT,7.0,PERSONAL,A,20375,7.49,1,0.38,N,2,63.3467890480724,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,60.37051632791585,Medium
26,26000,RENT,10.0,EDUCATION,B,20050,9.76,1,0.77,N,2,99.67641376418004,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,96.48018957073208,High
24,33000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.99,1,0.61,N,3,98.79629581417674,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,83.88605303277367,High
23,20000,OWN,0.0,PERSONAL,B,5000,11.71,0,0.25,N,4,22.595565499664616,Low,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,35.91978219887119,Low
22,20000,OWN,6.0,PERSONAL,B,9250,10.65,0,0.46,N,4,71.72591357202221,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,68.16788522286178,Medium
24,35364,RENT,1.0,MEDICAL,B,20000,12.53,1,0.57,N,4,98.10450532613642,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,83.47097873994947,High
25,38000,RENT,4.0,MEDICAL,D,20000,14.59,1,0.53,N,4,99.69933760951142,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,95.31385954664168,High
23,32000,RENT,3.0,DEBTCONSOLIDATION,D,20000,12.61,1,0.63,N,4,99.90912706088602,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,82.30791913560402,High
25,38004,RENT,6.0,MEDICAL,C,20000,13.11,1,0.53,N,2,97.46920012023998,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,93.97577705307882,High
23,20000,MORTGAGE,2.0,MEDICAL,B,6400,10.65,0,0.32,N,4,79.07473063724537,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,69.80728128141963,Medium
25,38556,RENT,9.0,PERSONAL,C,20000,11.22,1,0.52,Y,4,95.70141626430264,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,92.91510673951642,High
23,32900,RENT,1.0,EDUCATION,D,20000,16.0,1,0.61,N,2,99.83514980682084,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,82.26353278316492,High
25,34000,RENT,10.0,HOMEIMPROVEMENT,B,20000,8.88,1,0.59,N,4,98.58628870111912,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,94.6460302016063,High
24,40000,RENT,4.0,PERSONAL,B,20000,12.53,1,0.5,N,3,93.91567342596244,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,80.95767959984508,High
21,36000,RENT,5.0,MEDICAL,D,20000,,1,0.56,Y,2,99.74087322479684,High,64.0,18.046440675654985,77.22141810930965,4042.4667310934165,66.01082999998857,86.24885593487353,High
26,20000,MORTGAGE,5.0,MEDICAL,A,4800,5.99,0,0.24,N,3,46.64721812076554,Medium,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,64.66267218468337,Medium
25,42000,RENT,2.0,EDUCATION,C,20000,13.47,1,0.48,N,4,92.52097113891548,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,91.00683966428412,High
22,42224,RENT,7.0,VENTURE,A,20000,6.99,1,0.47,N,4,74.1943103415895,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,69.64892328460216,Medium
25,20000,OWN,0.0,PERSONAL,D,5650,15.99,0,0.28,Y,2,84.07108217624048,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,85.93690628667912,High
23,20000,MORTGAGE,7.0,EDUCATION,C,3625,,0,0.18,Y,3,38.59556446643027,Medium,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,45.519781578930576,Medium
22,37212,RENT,6.0,DEBTCONSOLIDATION,E,20000,16.69,1,0.54,N,3,99.84082902516026,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,85.03683449474461,High
25,38000,RENT,9.0,MEDICAL,B,20000,11.11,1,0.53,N,4,96.50782477982644,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,93.39895184883069,High
22,45000,RENT,0.0,EDUCATION,A,20000,7.9,1,0.44,N,4,76.34808231397115,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,70.94118646803115,High
23,45000,RENT,4.0,PERSONAL,B,20000,10.25,1,0.44,N,2,85.7568219525367,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,73.81653607059444,High
24,45000,RENT,8.0,MEDICAL,E,20000,,1,0.44,N,2,99.04281372251234,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,84.03396377777503,High
23,20000,OWN,7.0,MEDICAL,A,1200,7.49,0,0.06,N,3,2.881462074303598,Low,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,24.091320143654574,Low
22,45000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.92,1,0.44,Y,3,93.67496020607436,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,81.33731320329308,High
24,39000,RENT,5.0,MEDICAL,D,20000,14.74,1,0.51,N,2,99.6166774642183,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,84.3782820227986,High
24,46500,RENT,5.0,EDUCATION,B,20000,10.62,1,0.43,N,2,81.41919420835048,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,73.45979206927791,High
22,48000,RENT,7.0,VENTURE,B,20000,10.65,1,0.42,N,3,71.82633946465867,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,68.22814075844366,Medium
22,42000,RENT,1.0,PERSONAL,D,20000,12.99,1,0.48,N,3,99.12917278044353,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,84.60984074791457,High
22,48500,RENT,1.0,VENTURE,B,20000,11.36,1,0.41,N,4,70.43670667606902,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,67.39436108528987,Medium
22,20000,OWN,3.0,EDUCATION,A,7500,5.79,0,0.38,N,4,32.360142991808154,Medium,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,44.548422874733355,Medium
23,49400,RENT,0.0,EDUCATION,A,20000,6.54,1,0.4,N,4,63.49877968060302,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,60.46171070743422,Medium
25,20000,MORTGAGE,1.0,VENTURE,A,4000,5.79,0,0.2,N,2,17.794621509700157,Low,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,46.17102988675493,Medium
25,50000,RENT,10.0,DEBTCONSOLIDATION,A,20000,7.49,1,0.4,N,3,77.24844502564284,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,81.84332399632054,High
25,50000,RENT,9.0,EDUCATION,C,20000,13.43,1,0.4,N,2,81.5831013935013,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,84.44411781703562,High
22,50000,RENT,6.0,DEBTCONSOLIDATION,C,20000,13.22,1,0.4,N,2,88.96190932870105,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,78.5094826768691,High
22,20000,OWN,1.0,VENTURE,C,5000,14.72,0,0.25,N,3,18.8861376723976,Low,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,36.46401968308702,Low
22,44000,RENT,2.0,EDUCATION,E,20000,15.68,1,0.45,N,4,99.01824303026366,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,84.54328289780666,High
24,50866,RENT,6.0,MEDICAL,B,20000,,1,0.39,N,3,82.20835507596853,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,73.93328858984874,High
25,50950,RENT,5.0,HOMEIMPROVEMENT,B,20000,11.48,1,0.39,N,3,87.02589597024439,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,87.70979456308146,High
24,51000,RENT,8.0,VENTURE,B,20000,10.38,1,0.39,N,3,62.8782500740787,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,62.33522558871485,Medium
22,51000,RENT,5.0,EDUCATION,B,20000,12.53,1,0.39,N,3,75.50229321533828,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,70.43371300885143,High
22,51000,RENT,0.0,EDUCATION,C,20000,13.47,1,0.39,N,2,79.84488193607237,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,73.03926624129188,High
24,51500,RENT,6.0,VENTURE,B,20000,12.21,1,0.39,N,4,66.22050938919789,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,64.34058117778636,Medium
25,51996,RENT,9.0,VENTURE,B,20000,10.99,1,0.38,N,3,60.93069117589819,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,72.05267168647376,High
25,52000,RENT,1.0,EDUCATION,B,20000,11.36,1,0.38,N,4,71.12528783455656,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,78.16942968166876,High
22,46000,RENT,2.0,DEBTCONSOLIDATION,D,20000,16.0,1,0.43,Y,4,99.15518370580496,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,84.62544730313144,High
26,20000,MORTGAGE,1.0,PERSONAL,A,1500,7.74,0,0.07,N,3,10.50315224561868,Low,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,42.97623265959527,Medium
24,52000,RENT,8.0,EDUCATION,D,20000,15.65,1,0.38,Y,2,97.02826541795098,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,82.82523479503821,High
25,46000,RENT,9.0,DEBTCONSOLIDATION,C,20000,11.78,1,0.43,Y,2,91.58210531553456,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,90.44352017025557,High
24,52559,RENT,9.0,HOMEIMPROVEMENT,B,20000,,1,0.38,N,3,85.05410786035661,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,75.64074026048159,High
22,47000,RENT,5.0,MEDICAL,D,20000,16.77,1,0.43,N,3,99.10624951860316,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,84.59608679081036,High
22,54000,RENT,2.0,EDUCATION,B,20000,9.91,1,0.37,N,4,66.12475865322784,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,64.80719227158517,Medium
23,48000,RENT,7.0,MEDICAL,D,20000,15.65,1,0.42,N,4,98.89164507274891,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,81.69742994272177,High
23,48000,RENT,0.0,MEDICAL,D,20000,14.96,1,0.42,N,3,98.83276104069796,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,81.6620995234912,High
23,54000,RENT,1.0,VENTURE,B,20000,11.83,1,0.37,N,4,59.72817215912237,Medium,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,58.19934619454584,Medium
24,48912,RENT,0.0,MEDICAL,C,20000,11.66,1,0.41,N,4,88.2687736651772,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,77.56953974337395,High
26,54996,RENT,8.0,EDUCATION,B,20000,12.18,1,0.36,N,4,66.95022814541608,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,76.84447819947371,High
24,55000,RENT,8.0,HOMEIMPROVEMENT,A,20000,6.91,1,0.36,N,2,71.78445880498137,High,50.0,17.808971998836437,77.43078860410014,3767.4929703693633,61.52068886066906,67.67895082725644,Medium
25,55000,RENT,3.0,DEBTCONSOLIDATION,A,20000,6.91,1,0.36,N,3,66.18742100995472,High,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,75.20670958690766,High
26,49000,RENT,0.0,HOMEIMPROVEMENT,F,20000,19.79,1,0.41,N,3,99.65848267279662,High,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,96.46943091590202,High
25,55000,RENT,0.0,VENTURE,B,20000,9.88,1,0.36,N,4,52.718785987395,Medium,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,67.12552857337184,Medium
22,20000,MORTGAGE,0.0,PERSONAL,B,16600,9.76,0,0.83,N,3,99.8361071865262,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,85.03400139156419,High
23,55000,RENT,5.0,DEBTCONSOLIDATION,B,20000,12.53,1,0.36,N,2,79.34055019404116,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,69.96677301549711,Medium
25,55200,RENT,7.0,VENTURE,B,20000,,1,0.36,N,4,54.8070313575429,Medium,73.0,17.115316584245292,74.07342471589327,5434.121680879264,88.73564245233709,68.37847579546057,Medium
23,20004,MORTGAGE,6.0,PERSONAL,A,7125,6.99,0,0.36,N,2,71.68866158169092,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,65.37563984808696,Medium
23,57000,RENT,3.0,EDUCATION,D,20000,16.89,1,0.35,N,2,95.95367227436748,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,79.9346462636929,High
22,51012,RENT,1.0,PERSONAL,D,20000,17.49,1,0.39,Y,4,98.17566778327848,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,84.03773774961554,High
23,20004,MORTGAGE,2.0,EDUCATION,E,2500,16.82,0,0.12,Y,2,83.78250346615506,High,58.0,16.8168445092511,75.42212930533985,3423.6590967532184,55.906107247681035,72.63194497876545,High
26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,,0,0.18,N,2,54.49672162212117,Medium,86.0,15.795998317865111,75.53605239097824,5614.790960795989,91.68585328056014,69.37237428549676,Medium
22,58000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.11,1,0.34,N,2,78.89494395981502,High,60.0,16.476360535610517,77.63543039788901,3847.7260670378614,62.83084269912115,72.46930345553747,High
