person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_risk_score,credit_risk_bucket
22,57336,RENT,6.0,MEDICAL,D,16000,17.27,1,0.28,N,3,96.26132873217807,High
25,25568,MORTGAGE,7.0,EDUCATION,C,12000,13.47,1,0.47,Y,2,92.88254727737414,High
23,64000,RENT,2.0,PERSONAL,B,16000,10.74,0,0.25,N,3,45.77442241564918,Medium
24,58575,RENT,2.0,MEDICAL,F,16000,19.47,1,0.27,N,2,98.10362789399368,High
22,64800,RENT,1.0,EDUCATION,B,16000,10.37,0,0.25,N,4,39.89095084280549,Medium
21,65000,RENT,5.0,PERSONAL,B,16000,9.91,0,0.25,N,3,44.27914615413005,Medium
24,25632,MORTGAGE,4.0,EDUCATION,B,1500,9.91,0,0.06,N,3,11.108647841151495,Low
22,65000,RENT,6.0,MEDICAL,A,16000,8.49,0,0.25,N,4,43.594500252175976,Medium
22,25788,OWN,2.0,VENTURE,B,3500,12.18,0,0.14,N,2,4.382167506219801,Low
22,65000,RENT,6.0,PERSONAL,A,16000,7.88,0,0.25,N,3,34.930236793392474,Medium
24,59000,RENT,2.0,MEDICAL,E,16000,16.45,1,0.27,N,2,96.50357533982098,High
23,65000,RENT,7.0,PERSONAL,D,16000,14.59,0,0.25,N,4,91.2282504742402,High
22,25920,MORTGAGE,7.0,VENTURE,B,11325,10.65,0,0.44,N,3,80.26164823801756,High
22,65000,RENT,6.0,DEBTCONSOLIDATION,C,16000,13.47,0,0.25,Y,3,65.76563531934787,High
22,59000,RENT,4.0,MEDICAL,E,16000,16.32,1,0.27,N,3,96.48945164537368,High
25,66000,RENT,6.0,HOMEIMPROVEMENT,B,16000,10.0,0,0.24,N,4,57.23970647470047,Medium
22,25992,OTHER,6.0,DEBTCONSOLIDATION,B,3000,9.45,0,0.12,N,3,32.057225275853625,Medium
23,60996,RENT,0.0,HOMEIMPROVEMENT,E,16000,16.0,1,0.26,N,3,97.06150575573886,High
23,62500,RENT,4.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.26,N,2,94.540293325708,High
23,63000,RENT,0.0,EDUCATION,D,16000,14.42,1,0.25,N,3,89.21219053803321,High
25,26000,MORTGAGE,3.0,EDUCATION,B,3825,11.71,0,0.15,N,2,26.277662446156942,Low
20,64000,RENT,3.0,VENTURE,D,16000,15.31,1,0.25,Y,4,85.93302146643151,High
24,72000,RENT,8.0,PERSONAL,C,16000,13.06,0,0.22,Y,2,46.12202202784862,Medium
26,74000,RENT,4.0,HOMEIMPROVEMENT,D,16000,14.84,0,0.22,Y,3,93.51020736836986,High
24,74337,RENT,8.0,PERSONAL,B,16000,11.86,0,0.22,N,3,38.58388245187463,Medium
26,74999,RENT,4.0,HOMEIMPROVEMENT,D,16000,17.27,0,0.21,Y,4,93.89256245520772,High
26,26000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,10.99,0,0.27,N,4,72.80308968937238,High
26,26000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12000,,0,0.46,N,3,94.77046472860974,High
26,75000,RENT,1.0,VENTURE,B,16000,,0,0.21,N,2,21.351200761799326,Low
23,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800,10.59,0,0.3,N,4,73.1301351992669,High
26,75000,RENT,2.0,PERSONAL,C,16000,13.35,0,0.21,Y,2,43.49557028293342,Medium
23,26000,MORTGAGE,7.0,MEDICAL,A,5000,7.91,0,0.19,N,2,34.66188799127629,Medium
24,69000,RENT,2.0,DEBTCONSOLIDATION,B,16000,11.89,1,0.23,N,4,51.38175926740415,Medium
21,20000,RENT,2.0,DEBTCONSOLIDATION,C,1000,14.26,0,0.05,Y,2,42.16184712544345,Medium
25,26000,OWN,,EDUCATION,A,10000,5.79,0,0.38,N,3,26.859889783918266,Low
23,26000,OWN,7.0,PERSONAL,B,2000,10.36,0,0.08,N,2,3.905376134116955,Low
22,26000,MORTGAGE,4.0,PERSONAL,B,4000,9.25,0,0.15,N,2,26.538422302227264,Low
21,26000,OWN,5.0,EDUCATION,A,6000,5.79,0,0.23,N,2,7.606882629908918,Low
25,23712,RENT,9.0,MEDICAL,B,1000,11.49,0,0.04,N,2,27.59017622071374,Low
24,24000,RENT,1.0,PERSONAL,E,1000,17.99,1,0.04,N,3,84.72457013376814,High
23,26000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,10000,,1,0.38,Y,3,99.01264805068323,High
21,24000,RENT,0.0,MEDICAL,B,1000,10.99,1,0.04,N,2,27.114506323577075,Low
22,24000,RENT,3.0,DEBTCONSOLIDATION,C,1000,12.84,0,0.04,Y,4,36.50311915987442,Medium
21,24960,RENT,0.0,EDUCATION,C,1000,13.98,0,0.04,N,4,24.85571961725346,Low
26,25000,RENT,1.0,MEDICAL,C,1000,14.65,0,0.04,Y,3,37.845249230562736,Medium
22,25000,RENT,3.0,DEBTCONSOLIDATION,D,1000,15.95,1,0.04,N,2,84.28742594618724,High
26,26000,OWN,0.0,DEBTCONSOLIDATION,E,8500,16.45,1,0.33,N,3,93.46114518921114,High
21,26000,MORTGAGE,5.0,MEDICAL,D,14500,14.61,1,0.56,Y,2,99.78232032132138,High
24,26000,MORTGAGE,8.0,MEDICAL,A,7000,7.74,0,0.27,N,2,54.131197252551324,Medium
22,28000,RENT,0.0,HOMEIMPROVEMENT,D,1000,16.29,1,0.04,Y,3,88.23952637248877,High
25,28000,RENT,6.0,DEBTCONSOLIDATION,A,1000,7.51,0,0.04,N,3,19.335394475356406,Low
22,26000,MORTGAGE,2.0,EDUCATION,A,2000,7.4,0,0.08,N,2,9.136040417801036,Low
22,28000,RENT,6.0,HOMEIMPROVEMENT,B,1000,10.25,1,0.04,N,4,32.940352420111374,Medium
24,28000,RENT,8.0,MEDICAL,B,1000,12.53,0,0.04,N,4,29.421627075306393,Low
23,28600,RENT,7.0,EDUCATION,A,1000,7.9,0,0.03,N,3,10.664647590800639,Low
22,29000,RENT,4.0,VENTURE,A,1000,7.29,0,0.03,N,4,6.9745225506490955,Low
22,26000,MORTGAGE,6.0,VENTURE,C,17000,12.84,1,0.65,Y,4,98.00203980466016,High
26,29000,RENT,2.0,MEDICAL,A,1000,7.74,0,0.03,N,4,16.650290122782256,Low
24,30000,RENT,0.0,EDUCATION,A,1000,7.51,0,0.03,N,2,10.374343422859589,Low
21,30000,RENT,0.0,EDUCATION,B,1000,10.99,0,0.03,N,4,16.213734963923056,Low
23,30000,RENT,,VENTURE,A,1000,7.49,0,0.03,N,3,7.053178313233747,Low
23,26000,MORTGAGE,2.0,VENTURE,E,7000,14.93,0,0.27,Y,4,92.62033342884753,High
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,1000,,0,0.03,N,3,21.95530151764264,Low
22,26000,MORTGAGE,3.0,PERSONAL,B,500,10.46,0,0.02,N,4,9.793123030905837,Low
26,30000,RENT,2.0,EDUCATION,A,1000,9.63,0,0.03,N,3,11.972652683558566,Low
25,26004,MORTGAGE,3.0,EDUCATION,B,10000,9.91,0,0.38,N,2,75.57929368429973,High
22,26004,MORTGAGE,1.0,EDUCATION,A,5000,5.42,0,0.19,N,4,20.541039756131113,Low
25,30035,RENT,9.0,MEDICAL,C,1000,12.87,0,0.03,Y,2,31.797124057699516,Medium
26,26004,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.23,N,2,65.77226366502572,High
22,26004,MORTGAGE,4.0,EDUCATION,A,5000,7.49,0,0.19,N,2,23.24418287456656,Low
25,33000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.29,0,0.03,N,4,17.270021378545774,Low
21,33388,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2,16.18181689029868,Low
22,26004,MORTGAGE,6.0,PERSONAL,A,12000,7.88,1,0.46,N,4,85.60848049786816,High
21,26004,OWN,5.0,VENTURE,A,7500,,0,0.29,N,2,13.011054274058623,Low
26,26004,MORTGAGE,2.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.38,N,3,89.02890326813443,High
23,33600,RENT,2.0,PERSONAL,B,1000,10.36,0,0.03,N,2,18.504226140889735,Low
25,33600,RENT,5.0,DEBTCONSOLIDATION,B,1000,11.86,0,0.03,N,2,27.229040787246937,Low
23,34000,RENT,0.0,MEDICAL,A,1000,7.37,0,0.03,N,4,16.413427332145865,Low
23,34800,RENT,1.0,VENTURE,B,1000,11.99,0,0.03,N,4,12.021367483551302,Low
25,34800,RENT,0.0,MEDICAL,C,1000,13.98,0,0.03,Y,3,33.89413301456557,Medium
22,35000,RENT,4.0,VENTURE,C,1000,,0,0.03,Y,3,13.577412861782337,Low
25,35000,RENT,9.0,VENTURE,B,1000,11.99,0,0.03,N,3,11.911341351098748,Low
26,29000,RENT,1.0,EDUCATION,C,1000,11.28,1,0.03,N,3,18.855404805904477,Low
24,35100,RENT,8.0,VENTURE,C,1000,13.49,0,0.03,Y,4,15.968164180726161,Low
22,35100,RENT,0.0,DEBTCONSOLIDATION,C,1000,13.98,0,0.03,N,2,34.77544918868249,Medium
24,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.23,N,4,48.21869818989724,Medium
23,36000,RENT,3.0,EDUCATION,B,1000,10.99,0,0.03,N,2,16.12577314345187,Low
22,36000,RENT,,MEDICAL,B,1000,9.88,0,0.03,N,3,23.139383404730477,Low
22,36000,RENT,1.0,EDUCATION,A,1000,8.59,0,0.03,N,4,11.299478976273555,Low
25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,A,7500,8.9,0,0.28,N,3,66.18294828112774,High
22,36000,RENT,1.0,PERSONAL,A,1000,7.68,0,0.03,N,4,12.838622989959095,Low
23,31000,RENT,1.0,PERSONAL,D,1000,14.96,1,0.03,Y,3,75.58053140177617,High
25,32000,RENT,2.0,MEDICAL,E,1000,19.03,1,0.03,N,4,87.91751747945592,High
26,38000,RENT,6.0,PERSONAL,C,1000,15.27,0,0.03,Y,3,29.197594543163213,Low
24,32000,RENT,2.0,EDUCATION,C,1000,13.06,1,0.03,N,3,21.196626572364472,Low
23,38400,RENT,6.0,EDUCATION,B,1000,,0,0.03,N,3,16.14360047533842,Low
22,26400,MORTGAGE,,HOMEIMPROVEMENT,A,1550,,1,0.06,N,2,20.472815169559517,Low
21,38400,RENT,5.0,PERSONAL,C,1000,14.22,0,0.03,Y,3,27.814252375366088,Low
25,33600,RENT,0.0,EDUCATION,D,1000,15.57,1,0.03,Y,2,72.23175687295999,High
24,39996,RENT,2.0,EDUCATION,A,1000,7.49,0,0.03,N,3,10.413894874309076,Low
22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0,0.03,N,4,18.122177242396603,Low
23,40000,RENT,2.0,EDUCATION,A,1000,6.03,0,0.03,N,2,9.404364835854393,Low
24,40000,RENT,1.0,MEDICAL,B,1000,10.99,0,0.03,N,3,24.686280834435212,Low
22,26400,MORTGAGE,,PERSONAL,B,1000,,1,0.04,N,2,12.154786292990863,Low
25,26400,MORTGAGE,5.0,MEDICAL,C,5975,12.99,0,0.23,Y,4,65.05188421618372,High
23,40000,RENT,3.0,VENTURE,B,1000,10.62,0,0.03,N,4,10.94837390814424,Low
24,40000,RENT,4.0,EDUCATION,A,1000,6.76,0,0.03,N,4,9.895987885805116,Low
21,34500,RENT,4.0,DEBTCONSOLIDATION,E,1000,16.45,1,0.03,N,2,86.58126241152621,High
22,40800,RENT,6.0,VENTURE,A,1000,6.91,0,0.02,N,2,6.033523250246882,Low
22,42000,RENT,3.0,DEBTCONSOLIDATION,B,1000,9.62,0,0.02,N,3,21.900692765289854,Low
24,42000,RENT,2.0,VENTURE,C,1000,13.16,0,0.02,N,2,13.562262936011308,Low
23,43000,RENT,7.0,EDUCATION,A,1000,7.51,0,0.02,N,3,9.311691477442526,Low
25,26400,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4000,10.74,0,0.15,N,3,43.66342797863036,Medium
21,45000,RENT,5.0,VENTURE,A,1000,7.49,0,0.02,N,3,6.337271767116806,Low
24,45000,RENT,5.0,EDUCATION,A,1000,7.4,0,0.02,N,3,9.23242111196909,Low
23,45000,RENT,0.0,EDUCATION,C,1000,14.26,0,0.02,Y,2,21.482751290056907,Low
25,40800,RENT,,DEBTCONSOLIDATION,D,1000,15.57,1,0.02,N,2,80.12450111597498,High
22,48000,RENT,0.0,EDUCATION,A,1000,7.29,0,0.02,N,2,9.227086012545941,Low
21,42000,RENT,5.0,PERSONAL,D,1000,15.58,1,0.02,Y,4,74.30086312979914,High
25,49000,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,N,3,9.407097689144614,Low
21,50000,RENT,5.0,EDUCATION,C,1000,13.49,0,0.02,N,3,19.930786524902526,Low
26,26400,MORTGAGE,10.0,PERSONAL,C,8500,13.23,0,0.32,Y,3,76.99990711631044,High
22,26400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4400,11.49,0,0.17,N,4,44.140503099983746,Medium
26,50400,RENT,1.0,PERSONAL,A,1000,5.42,0,0.02,N,3,9.751370783255938,Low
23,51000,RENT,0.0,DEBTCONSOLIDATION,A,1000,7.14,0,0.02,N,2,15.527325508776912,Low
26,54000,RENT,10.0,PERSONAL,B,1000,11.71,0,0.02,N,3,18.182040942001677,Low
22,56000,RENT,6.0,EDUCATION,B,1000,11.49,0,0.02,N,2,15.1179013053872,Low
22,58000,RENT,6.0,EDUCATION,B,1000,11.26,0,0.02,N,3,14.919048230535282,Low
26,64000,RENT,,DEBTCONSOLIDATION,B,1000,10.75,0,0.02,N,3,23.458395093815344,Low
21,26400,OWN,2.0,VENTURE,A,4000,7.51,0,0.15,N,4,2.6679153069133172,Low
23,69000,RENT,0.0,MEDICAL,A,1000,7.29,0,0.01,N,3,13.326978461190963,Low
24,70399,RENT,0.0,DEBTCONSOLIDATION,A,1000,8.59,0,0.01,N,2,15.442993151280154,Low
22,72000,RENT,3.0,EDUCATION,A,1000,7.88,0,0.01,N,3,8.667891110941744,Low
25,26453,MORTGAGE,6.0,MEDICAL,B,7200,11.71,1,0.27,N,4,66.53995445093432,High
23,75000,RENT,0.0,PERSONAL,C,1000,13.23,0,0.01,Y,3,21.914281940247502,Low
24,87000,RENT,0.0,PERSONAL,C,1000,13.99,0,0.01,N,4,22.313420139557564,Low
21,26500,MORTGAGE,3.0,MEDICAL,D,6000,14.46,1,0.23,Y,4,94.15415602089134,High
26,96000,RENT,0.0,HOMEIMPROVEMENT,B,1000,10.36,0,0.01,N,3,25.748536643446702,Low
23,38000,RENT,0.0,DEBTCONSOLIDATION,A,1075,,0,0.03,N,3,21.801575316521674,Low
23,26500,OWN,6.0,VENTURE,A,6000,8.0,0,0.23,N,3,6.003241668301255,Low
23,14400,RENT,0.0,EDUCATION,B,1100,11.99,0,0.08,N,4,27.903335960383764,Low
25,35000,RENT,,DEBTCONSOLIDATION,A,1100,6.76,0,0.03,N,2,16.49244985499128,Low
23,77000,RENT,3.0,VENTURE,B,1150,10.95,0,0.01,N,2,8.913736826043264,Low
24,9960,RENT,4.0,VENTURE,A,1200,7.29,0,0.12,N,4,18.588407073088018,Low
24,26650,MORTGAGE,6.0,MEDICAL,B,1000,12.53,0,0.04,N,2,17.53578573902975,Low
23,11000,RENT,,EDUCATION,A,1200,6.91,0,0.11,N,3,22.976947402440608,Low
21,26784,MORTGAGE,,EDUCATION,A,2000,6.99,1,0.07,N,3,7.919067724506021,Low
24,13000,RENT,1.0,MEDICAL,B,1200,11.89,0,0.09,N,2,42.19957854942555,Medium
22,14400,RENT,0.0,PERSONAL,B,1200,10.37,0,0.08,N,2,29.52355073789169,Low
22,26796,MORTGAGE,6.0,VENTURE,A,3000,8.32,0,0.11,N,3,8.56703799791676,Low
24,14400,RENT,0.0,MEDICAL,A,1200,7.29,0,0.08,N,4,26.327220451003562,Low
21,14400,RENT,2.0,DEBTCONSOLIDATION,A,1200,7.14,0,0.08,N,3,27.66183440503952,Low
23,15600,RENT,0.0,VENTURE,D,1200,14.91,1,0.08,N,4,74.20555889293571,High
22,26886,OWN,6.0,EDUCATION,C,7500,,0,0.28,Y,4,23.921676532979866,Low
21,16200,RENT,3.0,EDUCATION,A,1200,7.49,0,0.07,N,3,15.890120004828798,Low
25,16800,RENT,4.0,MEDICAL,B,1200,10.38,0,0.07,N,2,33.38812486606971,Medium
24,18000,RENT,0.0,EDUCATION,B,1200,11.89,0,0.07,N,4,25.04860518481963,Low
21,27000,MORTGAGE,3.0,MEDICAL,C,9600,13.49,0,0.36,Y,2,87.6272010010538,High
23,20400,RENT,4.0,EDUCATION,D,1200,18.25,1,0.06,N,4,81.56197732099835,High
23,27000,OWN,,EDUCATION,B,5000,10.65,0,0.19,N,4,9.147700984811124,Low
23,27000,OWN,4.0,VENTURE,A,6400,7.9,0,0.24,N,2,6.461756629261141,Low
23,20400,RENT,2.0,MEDICAL,A,1200,7.9,0,0.06,N,2,22.540348503125994,Low
22,21600,RENT,0.0,MEDICAL,A,1200,5.99,0,0.06,N,2,20.1011319760083,Low
22,27000,OWN,1.0,MEDICAL,B,4800,11.99,0,0.18,N,2,14.621152514113264,Low
23,27000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,1000,15.99,1,0.04,Y,3,78.88422158264662,High
23,26400,RENT,3.0,DEBTCONSOLIDATION,C,1200,14.35,1,0.05,Y,4,41.83742294304875,Medium
22,27600,RENT,5.0,VENTURE,C,1200,13.06,0,0.04,N,2,16.402968079852602,Low
22,28000,RENT,0.0,MEDICAL,B,1200,12.69,0,0.04,N,3,29.4154992467523,Low
22,27000,OWN,3.0,VENTURE,B,10800,10.74,0,0.4,N,3,34.88195086062319,Medium
21,30000,RENT,2.0,EDUCATION,B,1200,9.62,0,0.04,N,3,16.17817689460346,Low
26,27000,MORTGAGE,,DEBTCONSOLIDATION,A,3000,5.79,0,0.11,N,3,17.539531573448837,Low
22,27000,OWN,0.0,MEDICAL,B,7750,10.37,0,0.29,N,3,31.253046023179383,Medium
26,30000,RENT,2.0,VENTURE,B,1200,10.14,0,0.04,N,4,11.50989695772504,Low
22,31200,RENT,2.0,PERSONAL,B,1200,12.21,0,0.04,N,4,22.688813751532624,Low
23,31500,RENT,7.0,EDUCATION,B,1200,8.88,0,0.04,N,2,15.29720517486138,Low
24,32400,RENT,0.0,MEDICAL,C,1200,13.11,0,0.04,Y,2,34.773352911057756,Medium
23,27000,MORTGAGE,,EDUCATION,B,4000,9.62,0,0.15,N,2,23.006022619723755,Low
22,27000,OWN,3.0,MEDICAL,A,6000,6.54,0,0.22,N,4,11.581824649540097,Low
23,33000,RENT,3.0,EDUCATION,A,1200,8.32,0,0.04,N,2,12.10428788852822,Low
21,34000,RENT,5.0,HOMEIMPROVEMENT,B,1200,12.69,1,0.04,N,4,36.96663090610939,Medium
26,34000,RENT,0.0,VENTURE,B,1200,9.91,0,0.04,N,3,11.343848624087775,Low
22,34560,RENT,2.0,MEDICAL,E,1200,19.29,1,0.03,N,4,88.01756645738062,High
22,29004,RENT,0.0,HOMEIMPROVEMENT,D,1200,15.7,1,0.04,Y,4,87.54853221921621,High
26,27000,MORTGAGE,2.0,PERSONAL,D,3025,15.95,0,0.11,N,2,78.52890963884397,High
23,36000,RENT,7.0,DEBTCONSOLIDATION,C,1200,13.99,0,0.03,Y,4,35.2075884117714,Medium
24,36000,RENT,5.0,EDUCATION,B,1200,11.49,0,0.03,N,2,16.329059072811145,Low
23,36000,RENT,0.0,MEDICAL,B,1200,10.37,0,0.03,N,3,23.4410902814682,Low
21,40000,RENT,5.0,VENTURE,D,1200,15.58,0,0.03,N,4,61.93211331247148,High
22,34000,RENT,0.0,HOMEIMPROVEMENT,D,1200,14.61,1,0.04,Y,4,86.61689553209871,High
25,40000,RENT,5.0,PERSONAL,A,1200,8.0,0,0.03,N,4,12.799820474640185,Low
25,43000,RENT,9.0,MEDICAL,A,1200,8.49,0,0.03,N,2,17.248350213245157,Low
25,43200,RENT,,VENTURE,B,1200,9.91,0,0.03,N,4,10.187100692060854,Low
24,27000,MORTGAGE,7.0,EDUCATION,B,10000,,0,0.37,N,2,74.80418856900816,High
24,27000,OWN,9.0,MEDICAL,A,9475,8.94,0,0.35,N,3,36.563477620794906,Medium
22,44664,RENT,5.0,MEDICAL,C,1200,12.68,0,0.03,Y,3,31.446542114843783,Medium
23,39000,RENT,2.0,DEBTCONSOLIDATION,D,1200,15.95,1,0.03,N,2,82.29621944303989,High
25,48000,RENT,4.0,EDUCATION,C,1200,12.68,0,0.03,N,4,20.46828751159981,Low
22,27000,MORTGAGE,1.0,EDUCATION,B,12000,,1,0.44,N,3,85.64594068632636,High
22,27000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,12.18,0,0.19,N,4,50.31794240330891,Medium
25,55000,RENT,3.0,DEBTCONSOLIDATION,B,1200,11.58,0,0.02,N,4,24.26382704916125,Low
23,58000,RENT,4.0,EDUCATION,C,1200,15.23,0,0.02,N,4,21.854987424571306,Low
23,58700,RENT,8.0,PERSONAL,B,1200,11.71,0,0.02,N,4,18.070714158865854,Low
24,27000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,7500,10.39,0,0.28,N,2,68.0656724573486,High
25,60000,RENT,0.0,MEDICAL,A,1200,7.66,0,0.02,N,3,14.849152640986432,Low
23,60000,RENT,7.0,DEBTCONSOLIDATION,B,1200,,0,0.02,N,3,23.51285900986884,Low
22,100000,RENT,3.0,MEDICAL,A,1200,8.59,0,0.01,N,2,14.498983339974513,Low
24,9600,RENT,3.0,EDUCATION,C,1300,12.73,1,0.14,N,2,50.543662447556535,Medium
26,41000,RENT,1.0,MEDICAL,A,1300,7.9,0,0.03,N,4,16.49120933157851,Low
24,45000,RENT,5.0,MEDICAL,C,1300,13.61,0,0.03,Y,4,32.72573013177996,Medium
26,50000,RENT,10.0,VENTURE,A,1300,6.99,0,0.03,N,3,6.604828227979437,Low
22,54000,RENT,4.0,DEBTCONSOLIDATION,C,1300,14.27,1,0.02,Y,2,32.84695230064552,Medium
25,27048,OTHER,9.0,MEDICAL,D,8000,15.05,1,0.3,Y,2,97.4418389290725,High
24,64000,RENT,8.0,HOMEIMPROVEMENT,C,1300,13.49,1,0.02,N,3,36.46209980586576,Medium
25,89000,RENT,4.0,VENTURE,B,1300,10.59,0,0.01,N,4,8.590421289937227,Low
25,24000,RENT,0.0,EDUCATION,C,1325,13.49,1,0.06,Y,2,28.99555295407914,Low
24,26000,RENT,2.0,MEDICAL,C,1325,12.87,1,0.05,N,4,35.98658287115045,Medium
24,44400,RENT,0.0,PERSONAL,B,1325,10.0,1,0.03,N,4,17.68868507459451,Low
26,27138,MORTGAGE,10.0,DEBTCONSOLIDATION,B,2750,9.63,0,0.1,N,2,24.547927582829907,Low
25,51500,RENT,5.0,VENTURE,C,1325,14.79,0,0.03,N,3,16.415494485249997,Low
21,23004,RENT,5.0,VENTURE,B,1350,9.99,0,0.06,N,2,14.11915164182005,Low
25,42000,RENT,0.0,DEBTCONSOLIDATION,A,1350,5.42,0,0.03,N,2,14.83787573741304,Low
22,69600,RENT,6.0,DEBTCONSOLIDATION,C,1350,12.68,0,0.02,N,3,29.365880164312898,Low
24,10000,RENT,0.0,VENTURE,B,1400,10.83,0,0.14,N,4,32.460205538298766,Medium
22,27302,MORTGAGE,6.0,MEDICAL,B,3725,12.69,0,0.14,N,2,36.98812702357315,Medium
23,14650,RENT,0.0,DEBTCONSOLIDATION,D,1400,15.62,1,0.1,Y,3,91.79815891999236,High
23,27350,MORTGAGE,5.0,VENTURE,B,1925,,0,0.07,N,3,8.860621221268692,Low
24,27360,MORTGAGE,5.0,PERSONAL,A,8000,7.29,0,0.29,N,3,49.27780639134772,Medium
24,27442,MORTGAGE,8.0,DEBTCONSOLIDATION,B,5175,10.99,0,0.19,N,4,47.33555415748523,Medium
25,27500,MORTGAGE,,EDUCATION,A,9000,7.49,0,0.33,N,4,54.423943116344354,Medium
24,30000,RENT,4.0,MEDICAL,D,1400,15.62,1,0.05,Y,4,84.65618654928718,High
25,30000,RENT,4.0,MEDICAL,C,1400,13.11,0,0.05,N,2,36.14259475494298,Medium
23,27500,MORTGAGE,7.0,EDUCATION,B,6300,,0,0.23,N,3,42.19012306227718,Medium
22,33000,RENT,1.0,MEDICAL,C,1400,14.27,0,0.04,Y,4,36.57666478719431,Medium
26,40000,RENT,1.0,MEDICAL,A,1400,7.74,0,0.04,N,3,17.95878972231545,Low
26,40044,RENT,1.0,VENTURE,B,1400,11.86,0,0.03,N,4,11.432432333524325,Low
21,27568,OTHER,0.0,MEDICAL,D,3500,14.42,1,0.13,N,4,86.51552187170111,High
26,35652,RENT,5.0,DEBTCONSOLIDATION,B,1400,11.49,1,0.04,N,4,28.406781690520983,Low
26,45000,RENT,,DEBTCONSOLIDATION,B,1400,10.59,0,0.03,N,4,24.650957891190316,Low
24,27600,MORTGAGE,1.0,PERSONAL,C,2000,14.27,0,0.07,Y,2,22.690640588358974,Low
26,27600,OWN,2.0,VENTURE,B,2500,11.71,0,0.09,N,3,2.4984276206869818,Low
24,27600,OWN,8.0,MEDICAL,A,7000,7.9,0,0.25,N,4,16.068658957682448,Low
23,42000,RENT,7.0,EDUCATION,B,1400,10.0,1,0.03,N,4,14.634108676266125,Low
25,27600,MORTGAGE,1.0,HOMEIMPROVEMENT,A,11500,6.03,1,0.42,N,4,86.11687661642561,High
22,27600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,8400,7.51,0,0.3,N,3,61.51148738992603,High
24,27600,MORTGAGE,5.0,MEDICAL,D,6000,15.62,1,0.22,Y,2,93.88330627924122,High
24,125000,RENT,1.0,HOMEIMPROVEMENT,C,1400,,0,0.01,Y,4,30.76700928209666,Medium
21,10000,RENT,,MEDICAL,A,1450,7.51,0,0.14,N,4,43.369665375713616,Medium
24,21600,RENT,0.0,MEDICAL,A,1450,,0,0.07,N,3,29.114327914878512,Low
23,30000,RENT,1.0,PERSONAL,D,1450,15.58,1,0.05,N,4,79.36435669152857,High
24,47000,RENT,0.0,MEDICAL,B,1450,10.74,0,0.03,N,4,23.580766667094004,Low
23,27600,MORTGAGE,,EDUCATION,A,9800,7.29,0,0.36,N,4,61.495897377003736,High
26,55560,RENT,5.0,MEDICAL,C,1450,14.27,0,0.03,N,3,32.58387996938154,Medium
22,101000,RENT,0.0,EDUCATION,A,1475,5.79,0,0.01,N,3,7.2361342961186885,Low
24,27000,RENT,1.0,MEDICAL,D,1500,16.29,1,0.06,Y,4,86.73439884081294,High
22,27040,RENT,0.0,DEBTCONSOLIDATION,C,1500,12.73,0,0.06,N,2,40.14355600834293,Medium
25,27996,RENT,0.0,MEDICAL,B,1500,11.89,0,0.05,N,3,29.95414184126462,Low
23,28000,RENT,7.0,PERSONAL,C,1500,14.17,0,0.05,Y,4,31.774314302792284,Medium
24,27600,OWN,2.0,MEDICAL,D,10000,,0,0.36,N,2,89.33049815766003,High
22,28500,RENT,1.0,EDUCATION,B,1500,,0,0.05,N,4,19.117429194718813,Low
22,27600,OWN,0.0,EDUCATION,A,9600,8.59,0,0.35,N,3,24.727214762589643,Low
23,27600,MORTGAGE,0.0,EDUCATION,C,1200,13.92,0,0.04,Y,3,14.601607813566812,Low
24,28596,RENT,5.0,EDUCATION,B,1500,11.46,0,0.05,N,4,19.57904787809313,Low
23,28800,RENT,0.0,MEDICAL,A,1500,7.74,0,0.05,N,3,19.799159097767877,Low
23,30000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.51,0,0.05,N,3,20.697745038247064,Low
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,1500,7.29,0,0.05,N,3,20.5132449202163,Low
25,27800,OWN,,VENTURE,A,14125,6.99,0,0.51,N,4,47.69626278969719,Medium
